,Player,Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,SOS,Rk,PTS.1,TS%,eFG%,Pos,Player-additional
4495,Seth Lundy,2022-23,Penn State,,SR,36.0,36.0,1141.0,165.0,367.0,0.45,73.0,137.0,0.533,92.0,230.0,0.4,88.0,109.0,0.807,33.0,192.0,225.0,31.0,27.0,21.0,31.0,79.0,510.0,,,,,,,,
4496,Zach Edey,2023-24,Purdue,,SR,39.0,39.0,1248.0,336.0,539.0,0.623,335.0,537.0,0.624,1.0,2.0,0.5,310.0,436.0,0.711,181.0,293.0,474.0,79.0,11.0,84.0,90.0,76.0,983.0,,,1.0,983.0,0.659,0.624,C,zach-edey-1
4497,Tommy Bruner,2023-24,Denver,,SR,34.0,34.0,1148.0,262.0,602.0,0.435,180.0,370.0,0.486,82.0,232.0,0.353,210.0,260.0,0.808,11.0,85.0,96.0,143.0,43.0,4.0,122.0,98.0,816.0,,,2.0,816.0,0.562,0.503,G,tommy-bruner-1
4498,Mark Sears,2023-24,Alabama,,SR,37.0,37.0,1244.0,252.0,496.0,0.508,157.0,278.0,0.565,95.0,218.0,0.436,198.0,231.0,0.857,32.0,122.0,154.0,149.0,60.0,4.0,90.0,73.0,797.0,,,3.0,797.0,0.658,0.604,G,mark-sears-1
4499,RJ Davis,2023-24,North Carolina,,SR,37.0,37.0,1287.0,260.0,607.0,0.428,147.0,323.0,0.455,113.0,284.0,0.398,151.0,173.0,0.873,18.0,116.0,134.0,129.0,45.0,8.0,55.0,65.0,784.0,,,4.0,784.0,0.569,0.521,G,rj-davis-1
4500,Dalton Knecht,2023-24,Tennessee,,SR,36.0,36.0,1100.0,264.0,577.0,0.458,171.0,343.0,0.499,93.0,234.0,0.397,159.0,206.0,0.772,28.0,148.0,176.0,65.0,25.0,23.0,61.0,64.0,780.0,,,5.0,780.0,0.578,0.538,G,dalton-knecht-1
4501,Jaedon Ledee,2023-24,San Diego State,,SR,36.0,36.0,1174.0,263.0,470.0,0.56,243.0,425.0,0.572,20.0,45.0,0.444,226.0,308.0,0.734,121.0,181.0,302.0,47.0,44.0,19.0,85.0,87.0,772.0,,,6.0,772.0,0.626,0.581,F,jaedon-ledee-1
4502,Jalen Blackmon,2023-24,Stetson,,JR,35.0,35.0,1217.0,244.0,570.0,0.428,134.0,281.0,0.477,110.0,289.0,0.381,146.0,161.0,0.907,23.0,77.0,100.0,66.0,28.0,3.0,67.0,42.0,744.0,,,7.0,744.0,0.575,0.525,G,jalen-blackmon-1
4503,Tyler Thomas,2023-24,Hofstra,,SR,33.0,33.0,1250.0,265.0,640.0,0.414,140.0,303.0,0.462,125.0,337.0,0.371,87.0,101.0,0.861,8.0,163.0,171.0,110.0,44.0,15.0,70.0,46.0,742.0,,,8.0,742.0,0.539,0.512,G,tyler-thomas-1
4504,Terrence Shannon Jr.,2023-24,Illinois,,SR,32.0,31.0,1085.0,219.0,461.0,0.475,142.0,248.0,0.573,77.0,213.0,0.362,221.0,276.0,0.801,26.0,102.0,128.0,73.0,33.0,28.0,64.0,71.0,736.0,,,9.0,736.0,0.622,0.559,G,terrence-shannonjr-1
4505,Tucker DeVries,2023-24,Drake,,JR,34.0,34.0,1207.0,245.0,552.0,0.444,158.0,312.0,0.506,87.0,240.0,0.363,157.0,193.0,0.813,21.0,208.0,229.0,125.0,53.0,11.0,85.0,57.0,734.0,,,10.0,734.0,0.57,0.523,G,tucker-devries-1
4506,Riley Minix,2023-24,Morehead State,,SR,35.0,35.0,1184.0,272.0,503.0,0.541,213.0,334.0,0.638,59.0,169.0,0.349,130.0,155.0,0.839,106.0,232.0,338.0,77.0,46.0,35.0,81.0,79.0,733.0,,,11.0,733.0,0.636,0.599,F,riley-minix-1
4507,KJ Simpson,2023-24,Colorado,,JR,37.0,37.0,1298.0,243.0,512.0,0.475,164.0,330.0,0.497,79.0,182.0,0.434,163.0,186.0,0.876,28.0,187.0,215.0,181.0,60.0,2.0,81.0,92.0,728.0,,,12.0,728.0,0.606,0.552,G,kj-simpson-1
4508,Xavier Johnson,2023-24,Southern Illinois,,SR,32.0,32.0,1174.0,211.0,500.0,0.422,143.0,315.0,0.454,68.0,185.0,0.368,219.0,246.0,0.89,16.0,115.0,131.0,196.0,47.0,8.0,107.0,92.0,709.0,,,13.0,709.0,0.575,0.49,G,xavier-johnson-3
4509,David Jones,2023-24,Memphis,,JR,32.0,32.0,1035.0,223.0,486.0,0.459,144.0,278.0,0.518,79.0,208.0,0.38,173.0,217.0,0.797,82.0,162.0,244.0,59.0,70.0,14.0,96.0,63.0,698.0,,,14.0,698.0,0.592,0.54,F,david-jones-10
4510,Marcus Hill,2023-24,Bowling Green,,JR,34.0,34.0,1234.0,255.0,575.0,0.443,229.0,485.0,0.472,26.0,90.0,0.289,162.0,219.0,0.74,54.0,117.0,171.0,87.0,35.0,10.0,90.0,66.0,698.0,,,15.0,698.0,0.514,0.466,G,marcus-hill-4
4511,Jordan Sears,2023-24,UT Martin,,JR,32.0,32.0,1078.0,227.0,525.0,0.432,151.0,349.0,0.433,76.0,176.0,0.432,162.0,193.0,0.839,18.0,130.0,148.0,144.0,41.0,6.0,102.0,61.0,692.0,,,16.0,692.0,0.561,0.505,G,jordan-sears-1
4512,Tristan Enaruna,2023-24,Cleveland State,,SR,35.0,35.0,1163.0,252.0,506.0,0.498,224.0,419.0,0.535,28.0,87.0,0.322,155.0,215.0,0.721,85.0,142.0,227.0,95.0,42.0,30.0,67.0,68.0,687.0,,,17.0,687.0,0.565,0.526,G,tristan-enaruna-1
4513,Wade Taylor IV,2023-24,Texas A&M,,JR,36.0,36.0,1180.0,214.0,585.0,0.366,116.0,283.0,0.41,98.0,302.0,0.325,161.0,190.0,0.847,17.0,108.0,125.0,145.0,66.0,1.0,101.0,108.0,687.0,,,18.0,687.0,0.509,0.45,G,wade-tayloriv-1
4514,Tyon Grant-Foster,2023-24,Grand Canyon,,SR,34.0,34.0,1139.0,212.0,475.0,0.446,162.0,324.0,0.5,50.0,151.0,0.331,210.0,282.0,0.745,45.0,162.0,207.0,54.0,58.0,50.0,85.0,79.0,684.0,,,19.0,684.0,0.562,0.499,G,tyon-grant-foster-1
4515,Jordan Johnson,2023-24,New Orleans,,SR,32.0,31.0,1144.0,210.0,543.0,0.387,129.0,305.0,0.423,81.0,238.0,0.34,182.0,221.0,0.824,10.0,91.0,101.0,122.0,48.0,6.0,77.0,72.0,683.0,,,20.0,683.0,0.527,0.461,G,jordan-johnson-5
4516,Elijah Pepper,2023-24,UC Davis,,SR,33.0,33.0,1092.0,216.0,520.0,0.415,115.0,248.0,0.464,101.0,272.0,0.371,149.0,162.0,0.92,21.0,131.0,152.0,70.0,56.0,9.0,62.0,50.0,682.0,,,21.0,682.0,0.571,0.513,G,elijah-pepper-1
4517,Drew Pember,2023-24,UNC Asheville,,SR,33.0,31.0,1006.0,193.0,416.0,0.464,126.0,233.0,0.541,67.0,183.0,0.366,228.0,270.0,0.844,45.0,225.0,270.0,117.0,32.0,63.0,89.0,64.0,681.0,,,22.0,681.0,0.626,0.544,F,drew-pember-1
4518,DJ Horne,2023-24,NC State,,SR,40.0,36.0,1304.0,240.0,551.0,0.436,135.0,291.0,0.464,105.0,260.0,0.404,92.0,113.0,0.814,19.0,119.0,138.0,84.0,51.0,5.0,54.0,80.0,677.0,,,23.0,677.0,0.56,0.531,G,dj-horne-1
4519,Vonterius Woolbright,2023-24,Western Carolina,,SR,32.0,32.0,1129.0,236.0,513.0,0.46,226.0,472.0,0.479,10.0,41.0,0.244,193.0,269.0,0.717,71.0,313.0,384.0,179.0,19.0,1.0,111.0,49.0,675.0,,,24.0,675.0,0.527,0.47,G,vonterius-woolbright-1
4520,Keion Brooks Jr.,2023-24,Washington,,SR,32.0,32.0,1121.0,228.0,468.0,0.487,176.0,331.0,0.532,52.0,137.0,0.38,166.0,209.0,0.794,47.0,172.0,219.0,44.0,22.0,24.0,61.0,72.0,674.0,,,25.0,674.0,0.594,0.543,F,keion-brooksjr-1
4521,Xander Rice,2023-24,Monmouth,,SR,33.0,32.0,1159.0,201.0,525.0,0.383,110.0,264.0,0.417,91.0,261.0,0.349,181.0,213.0,0.85,20.0,79.0,99.0,119.0,42.0,2.0,70.0,52.0,674.0,,,26.0,674.0,0.538,0.47,G,xander-rice-1
4522,DaRon Holmes II,2023-24,Dayton,,JR,33.0,33.0,1071.0,217.0,399.0,0.544,185.0,316.0,0.585,32.0,83.0,0.386,206.0,289.0,0.713,55.0,226.0,281.0,86.0,31.0,68.0,74.0,66.0,672.0,,,27.0,672.0,0.627,0.584,F,daron-holmesii-1
4523,Antonio Reeves,2023-24,Kentucky,,SR,33.0,33.0,1037.0,235.0,459.0,0.512,151.0,271.0,0.557,84.0,188.0,0.447,113.0,131.0,0.863,24.0,113.0,137.0,54.0,22.0,8.0,40.0,59.0,667.0,,,28.0,667.0,0.64,0.603,G,antonio-reeves-1
4524,Frankie Fidler,2023-24,Omaha,,JR,33.0,33.0,1188.0,198.0,438.0,0.452,146.0,292.0,0.5,52.0,146.0,0.356,216.0,253.0,0.854,39.0,168.0,207.0,86.0,41.0,12.0,54.0,75.0,664.0,,,29.0,664.0,0.595,0.511,F,frankie-fidler-1
4525,PJ Hall,2023-24,Clemson,,SR,36.0,36.0,1040.0,240.0,492.0,0.488,188.0,327.0,0.575,52.0,165.0,0.315,127.0,163.0,0.779,57.0,174.0,231.0,51.0,28.0,51.0,67.0,113.0,659.0,,,30.0,659.0,0.579,0.541,F,pj-hall-1
4526,Zeke Mayo,2023-24,South Dakota State,,JR,35.0,34.0,1257.0,218.0,468.0,0.466,126.0,233.0,0.541,92.0,235.0,0.391,130.0,157.0,0.828,22.0,177.0,199.0,123.0,40.0,6.0,107.0,54.0,658.0,,,31.0,658.0,0.606,0.564,G,zeke-mayo-1
4527,Marques Warrick,2023-24,Northern Kentucky,,SR,33.0,33.0,1192.0,217.0,511.0,0.425,150.0,286.0,0.524,67.0,225.0,0.298,156.0,180.0,0.867,14.0,68.0,82.0,80.0,40.0,2.0,75.0,38.0,657.0,,,32.0,657.0,0.551,0.49,G,marques-warrick-1
4528,PJ Haggerty,2023-24,Tulsa,,FR,31.0,31.0,1045.0,199.0,404.0,0.493,177.0,328.0,0.54,22.0,76.0,0.289,237.0,309.0,0.767,32.0,137.0,169.0,119.0,60.0,1.0,80.0,53.0,657.0,,,33.0,657.0,0.596,0.52,G,pj-haggerty-1
4529,Enrique Freeman,2023-24,Akron,,SR,35.0,35.0,1138.0,233.0,399.0,0.584,213.0,345.0,0.617,20.0,54.0,0.37,166.0,228.0,0.728,125.0,328.0,453.0,57.0,28.0,61.0,88.0,99.0,652.0,,,34.0,652.0,0.643,0.609,F,enrique-freeman-1
4530,Jahmir Young,2023-24,Maryland,,SR,32.0,32.0,1134.0,199.0,493.0,0.404,143.0,320.0,0.447,56.0,173.0,0.324,198.0,220.0,0.9,33.0,123.0,156.0,135.0,43.0,10.0,87.0,40.0,652.0,,,35.0,652.0,0.546,0.46,G,jahmir-young-1
4531,Quincy Olivari,2023-24,Xavier,,JR,34.0,34.0,1095.0,198.0,466.0,0.425,92.0,207.0,0.444,106.0,259.0,0.409,149.0,183.0,0.814,17.0,172.0,189.0,72.0,46.0,2.0,53.0,75.0,651.0,,,36.0,651.0,0.589,0.539,G,quincy-olivari-1
4532,Devin Carter,2023-24,Providence,,JR,33.0,33.0,1165.0,219.0,463.0,0.473,135.0,240.0,0.563,84.0,223.0,0.377,128.0,171.0,0.749,33.0,253.0,286.0,120.0,58.0,32.0,89.0,63.0,650.0,,,37.0,650.0,0.597,0.564,G,devin-carter-3
4533,Jason Edwards,2023-24,North Texas,,SO,34.0,22.0,1108.0,214.0,504.0,0.425,130.0,264.0,0.492,84.0,240.0,0.35,138.0,171.0,0.807,5.0,76.0,81.0,47.0,28.0,4.0,77.0,49.0,650.0,,,38.0,650.0,0.555,0.508,G,jason-edwards-3
4534,Caleb Love,2023-24,Arizona,,SR,36.0,36.0,1161.0,218.0,528.0,0.413,126.0,251.0,0.502,92.0,277.0,0.332,120.0,143.0,0.839,25.0,147.0,172.0,122.0,42.0,11.0,74.0,41.0,648.0,,,39.0,648.0,0.544,0.5,G,caleb-love-1
4535,Baylor Scheierman,2023-24,Creighton,,SR,35.0,35.0,1287.0,219.0,489.0,0.448,109.0,200.0,0.545,110.0,289.0,0.381,99.0,113.0,0.876,26.0,289.0,315.0,138.0,32.0,5.0,78.0,58.0,647.0,,,40.0,647.0,0.596,0.56,G,baylor-scheierman-1
4536,Boo Buie,2023-24,Northwestern,,SR,34.0,34.0,1253.0,215.0,491.0,0.438,126.0,286.0,0.441,89.0,205.0,0.434,127.0,148.0,0.858,20.0,93.0,113.0,171.0,49.0,2.0,77.0,89.0,646.0,,,41.0,646.0,0.575,0.529,G,boo-buie-1
4537,Dillon Jones,2023-24,Weber State,,SR,31.0,31.0,1146.0,215.0,440.0,0.489,181.0,335.0,0.54,34.0,105.0,0.324,180.0,210.0,0.857,25.0,280.0,305.0,162.0,61.0,3.0,94.0,70.0,644.0,,,42.0,644.0,0.597,0.527,F,dillon-jones-1
4538,Robbie Avila,2023-24,Indiana State,,SO,37.0,37.0,1156.0,224.0,418.0,0.536,163.0,263.0,0.62,61.0,155.0,0.394,135.0,167.0,0.808,44.0,199.0,243.0,150.0,25.0,24.0,66.0,97.0,644.0,,,43.0,644.0,0.647,0.609,C,robbie-avila-1
4539,Walter Clayton Jr.,2023-24,Florida,,JR,36.0,36.0,1114.0,202.0,468.0,0.432,109.0,213.0,0.512,93.0,255.0,0.365,136.0,155.0,0.877,17.0,111.0,128.0,93.0,38.0,22.0,80.0,86.0,633.0,,,44.0,633.0,0.584,0.531,G,walter-claytonjr-1
4540,Saint Thomas,2023-24,Northern Colorado,,JR,32.0,32.0,1112.0,224.0,475.0,0.472,159.0,278.0,0.572,65.0,197.0,0.33,118.0,136.0,0.868,58.0,257.0,315.0,133.0,53.0,28.0,97.0,82.0,631.0,,,45.0,631.0,0.585,0.54,F,saint-thomas-1
4541,Chaz Lanier,2023-24,North Florida,,JR,32.0,31.0,1068.0,214.0,420.0,0.51,108.0,179.0,0.603,106.0,241.0,0.44,95.0,108.0,0.88,22.0,130.0,152.0,57.0,30.0,9.0,52.0,48.0,629.0,,,46.0,629.0,0.667,0.636,G,chaz-lanier-1
4542,Ryan Conwell,2023-24,Indiana State,,SO,38.0,38.0,1290.0,204.0,423.0,0.482,95.0,155.0,0.613,109.0,268.0,0.407,112.0,131.0,0.855,29.0,191.0,220.0,95.0,41.0,10.0,65.0,105.0,629.0,,,47.0,629.0,0.648,0.611,G,ryan-conwell-1
4543,Sebastian Thomas,2023-24,Albany (NY),,JR,32.0,32.0,1133.0,218.0,506.0,0.431,168.0,336.0,0.5,50.0,170.0,0.294,141.0,182.0,0.775,35.0,99.0,134.0,156.0,62.0,8.0,90.0,73.0,627.0,,,48.0,627.0,0.529,0.48,G,sebastian-thomas-1
4544,Tyson Walker,2023-24,Michigan State,,SR,34.0,34.0,1121.0,238.0,530.0,0.449,174.0,360.0,0.483,64.0,170.0,0.376,85.0,114.0,0.746,19.0,78.0,97.0,96.0,64.0,4.0,46.0,62.0,625.0,,,49.0,625.0,0.535,0.509,G,tyson-walker-1
4545,Anthony Dell'Orso,2023-24,Campbell,,SO,32.0,31.0,1068.0,224.0,455.0,0.492,175.0,326.0,0.537,49.0,129.0,0.38,127.0,157.0,0.809,32.0,175.0,207.0,60.0,51.0,15.0,76.0,46.0,624.0,,,50.0,624.0,0.589,0.546,G,anthony-dellorso-1
4546,Trey Townsend,2023-24,Oakland,,SR,36.0,36.0,1310.0,220.0,484.0,0.455,208.0,452.0,0.46,12.0,32.0,0.375,169.0,217.0,0.779,77.0,214.0,291.0,111.0,48.0,12.0,91.0,47.0,621.0,,,51.0,621.0,0.529,0.467,F,trey-townsend-1
4547,De'Sean Allen-Eikens,2023-24,Cal State Northridge,,SR,33.0,33.0,1111.0,209.0,434.0,0.482,174.0,337.0,0.516,35.0,97.0,0.361,167.0,225.0,0.742,63.0,113.0,176.0,75.0,34.0,7.0,105.0,82.0,620.0,,,52.0,620.0,0.573,0.522,G,desean-allen-eikens-1
4548,Great Osobor,2023-24,Utah State,,JR,35.0,35.0,1177.0,218.0,378.0,0.577,215.0,364.0,0.591,3.0,14.0,0.214,181.0,284.0,0.637,94.0,221.0,315.0,99.0,47.0,50.0,98.0,86.0,620.0,,,53.0,620.0,0.604,0.581,F,great-osobor-1
4549,Kameron Jones,2023-24,Marquette,,JR,36.0,36.0,1046.0,235.0,469.0,0.501,140.0,235.0,0.596,95.0,234.0,0.406,55.0,76.0,0.724,16.0,88.0,104.0,87.0,41.0,2.0,49.0,72.0,620.0,,,54.0,620.0,0.614,0.602,G,kam-jones-1
4550,AJ McKee,2023-24,Queens (NC),,JR,33.0,33.0,1040.0,215.0,481.0,0.447,153.0,289.0,0.529,62.0,192.0,0.323,127.0,173.0,0.734,34.0,97.0,131.0,80.0,57.0,10.0,62.0,78.0,619.0,,,55.0,619.0,0.55,0.511,G,aj-mckee-1
4551,Johnell Davis,2023-24,Florida Atlantic,,SR,34.0,34.0,1095.0,214.0,443.0,0.483,156.0,303.0,0.515,58.0,140.0,0.414,132.0,154.0,0.857,47.0,166.0,213.0,100.0,49.0,7.0,97.0,96.0,618.0,,,56.0,618.0,0.599,0.549,G,johnell-davis-1
4552,Terrence Edwards,2023-24,James Madison,,JR,36.0,36.0,1092.0,203.0,475.0,0.427,157.0,341.0,0.46,46.0,134.0,0.343,166.0,205.0,0.81,43.0,115.0,158.0,123.0,34.0,11.0,88.0,47.0,618.0,,,57.0,618.0,0.54,0.476,G,terrence-edwards-2
4553,Trey Alexander,2023-24,Creighton,,JR,35.0,35.0,1304.0,232.0,520.0,0.446,170.0,337.0,0.504,62.0,183.0,0.339,89.0,108.0,0.824,18.0,183.0,201.0,165.0,38.0,15.0,86.0,61.0,615.0,,,58.0,615.0,0.538,0.506,G,trey-alexander-1
4554,Branden Carlson,2023-24,Utah,,SR,36.0,36.0,1067.0,232.0,463.0,0.501,168.0,294.0,0.571,64.0,169.0,0.379,85.0,119.0,0.714,53.0,183.0,236.0,57.0,13.0,54.0,54.0,69.0,613.0,,,59.0,613.0,0.59,0.57,C,branden-carlson-1
4555,Hunter Sallis,2023-24,Wake Forest,,JR,34.0,34.0,1204.0,224.0,460.0,0.487,149.0,275.0,0.542,75.0,185.0,0.405,90.0,115.0,0.783,22.0,116.0,138.0,86.0,37.0,19.0,65.0,62.0,613.0,,,60.0,613.0,0.596,0.568,G,hunter-sallis-1
4556,Issac McBride,2023-24,Oral Roberts,,SR,31.0,31.0,1199.0,205.0,458.0,0.448,140.0,293.0,0.478,65.0,165.0,0.394,138.0,155.0,0.89,13.0,97.0,110.0,97.0,29.0,2.0,53.0,51.0,613.0,,,61.0,613.0,0.577,0.519,G,issac-mcbride-1
4557,Jacob Crews,2023-24,UT Martin,,JR,32.0,32.0,1066.0,206.0,425.0,0.485,117.0,210.0,0.557,89.0,215.0,0.414,111.0,136.0,0.816,65.0,198.0,263.0,34.0,26.0,15.0,42.0,49.0,612.0,,,62.0,612.0,0.625,0.589,G,jacob-crews-1
4558,Blake Hinson,2023-24,Pittsburgh,,SR,33.0,33.0,1109.0,201.0,443.0,0.454,91.0,182.0,0.5,110.0,261.0,0.421,97.0,145.0,0.669,31.0,115.0,146.0,26.0,18.0,5.0,42.0,72.0,609.0,,,63.0,609.0,0.595,0.578,G,blake-hinson-1
4559,Cameron Tyson,2023-24,Seattle,,SR,34.0,34.0,1089.0,200.0,486.0,0.412,83.0,189.0,0.439,117.0,297.0,0.394,92.0,105.0,0.876,16.0,128.0,144.0,48.0,24.0,1.0,59.0,73.0,609.0,,,64.0,609.0,0.568,0.532,G,cameron-tyson-1
4560,Matt Balanc,2023-24,Quinnipiac,,SR,34.0,34.0,1128.0,200.0,469.0,0.426,114.0,229.0,0.498,86.0,240.0,0.358,123.0,142.0,0.866,31.0,129.0,160.0,43.0,28.0,7.0,49.0,73.0,609.0,,,65.0,609.0,0.568,0.518,G,matt-balanc-1
4561,Dion Brown,2023-24,UMBC,,SO,32.0,32.0,1030.0,246.0,486.0,0.506,201.0,357.0,0.563,45.0,129.0,0.349,70.0,92.0,0.761,85.0,158.0,243.0,82.0,42.0,15.0,99.0,88.0,607.0,,,66.0,607.0,0.573,0.552,G,dion-brown-3
4562,Jaylon Tyson,2023-24,California,,JR,31.0,30.0,1062.0,222.0,477.0,0.465,172.0,338.0,0.509,50.0,139.0,0.36,113.0,142.0,0.796,51.0,159.0,210.0,107.0,37.0,15.0,96.0,66.0,607.0,,,67.0,607.0,0.557,0.518,G,jaylon-tyson-1
4563,Trey Calvin,2023-24,Wright State,,SR,31.0,31.0,1096.0,212.0,440.0,0.482,150.0,285.0,0.526,62.0,155.0,0.4,121.0,135.0,0.896,9.0,65.0,74.0,131.0,46.0,4.0,62.0,70.0,607.0,,,68.0,607.0,0.602,0.552,G,trey-calvin-1
4564,Aanen Moody,2023-24,Montana,,SR,36.0,36.0,1204.0,228.0,463.0,0.492,141.0,240.0,0.588,87.0,223.0,0.39,63.0,72.0,0.875,11.0,112.0,123.0,83.0,34.0,3.0,62.0,77.0,606.0,,,69.0,606.0,0.609,0.586,G,aanen-moody-1
4565,Erik Reynolds II,2023-24,Saint Joseph's,,JR,35.0,35.0,1215.0,193.0,459.0,0.42,81.0,164.0,0.494,112.0,295.0,0.38,108.0,124.0,0.871,12.0,84.0,96.0,93.0,41.0,6.0,50.0,66.0,606.0,,,70.0,606.0,0.585,0.542,G,erik-reynoldsii-1
4566,Mervin James,2023-24,Rider,,SR,32.0,31.0,1021.0,223.0,430.0,0.519,202.0,385.0,0.525,21.0,45.0,0.467,139.0,164.0,0.848,65.0,130.0,195.0,61.0,31.0,29.0,89.0,96.0,606.0,,,71.0,606.0,0.597,0.543,F,mervin-james-1
4567,AJ Storr,2023-24,Wisconsin,,SO,36.0,36.0,1038.0,216.0,498.0,0.434,168.0,348.0,0.483,48.0,150.0,0.32,125.0,154.0,0.812,40.0,102.0,142.0,32.0,22.0,5.0,57.0,41.0,605.0,,,72.0,605.0,0.53,0.482,G,aj-storr-1
4568,Bryce Pope,2023-24,UC San Diego,,SR,33.0,33.0,1174.0,214.0,512.0,0.418,140.0,289.0,0.484,74.0,223.0,0.332,103.0,126.0,0.817,24.0,104.0,128.0,64.0,33.0,6.0,43.0,32.0,605.0,,,73.0,605.0,0.529,0.49,G,bryce-pope-1
4569,Jarod Lucas,2023-24,Nevada,,SR,34.0,34.0,1108.0,182.0,432.0,0.421,102.0,229.0,0.445,80.0,203.0,0.394,161.0,179.0,0.899,17.0,78.0,95.0,48.0,27.0,0.0,32.0,48.0,605.0,,,74.0,605.0,0.585,0.514,G,jarod-lucas-1
4570,Ryan Kalkbrenner,2023-24,Creighton,,SR,35.0,35.0,1214.0,241.0,373.0,0.646,225.0,319.0,0.705,16.0,54.0,0.296,106.0,149.0,0.711,88.0,178.0,266.0,44.0,13.0,107.0,52.0,66.0,604.0,,,75.0,604.0,0.681,0.668,C,ryan-kalkbrenner-1
4571,Marcus Domask,2023-24,Illinois,,SR,38.0,38.0,1312.0,216.0,477.0,0.453,175.0,339.0,0.516,41.0,138.0,0.297,130.0,149.0,0.872,42.0,148.0,190.0,150.0,14.0,13.0,89.0,50.0,603.0,,,76.0,603.0,0.55,0.496,F,marcus-domask-1
4572,Tristen Newton,2023-24,Connecticut,,SR,40.0,40.0,1327.0,182.0,439.0,0.415,111.0,218.0,0.509,71.0,221.0,0.321,168.0,208.0,0.808,57.0,206.0,263.0,248.0,37.0,12.0,98.0,70.0,603.0,,,77.0,603.0,0.561,0.495,G,tristen-newton-1
4573,Clarence Daniels,2023-24,New Hampshire,,SR,31.0,31.0,1017.0,207.0,452.0,0.458,154.0,306.0,0.503,53.0,146.0,0.363,135.0,168.0,0.804,46.0,251.0,297.0,13.0,42.0,16.0,77.0,52.0,602.0,,,78.0,602.0,0.566,0.517,F,clarence-daniels-1
4574,David Coit,2023-24,Northern Illinois,,JR,29.0,29.0,1072.0,200.0,492.0,0.407,106.0,213.0,0.498,94.0,279.0,0.337,108.0,122.0,0.885,9.0,84.0,93.0,98.0,27.0,6.0,70.0,40.0,602.0,,,79.0,602.0,0.547,0.502,G,david-coit-1
4575,Judah Mintz,2023-24,Syracuse,,SO,32.0,31.0,1084.0,188.0,429.0,0.438,164.0,344.0,0.477,24.0,85.0,0.282,202.0,264.0,0.765,15.0,88.0,103.0,142.0,67.0,4.0,94.0,70.0,602.0,,,80.0,602.0,0.543,0.466,G,judah-mintz-1
4576,Ken Evans,2023-24,Jackson State,,JR,32.0,32.0,1141.0,189.0,463.0,0.408,127.0,305.0,0.416,62.0,158.0,0.392,161.0,206.0,0.782,40.0,134.0,174.0,93.0,41.0,7.0,93.0,59.0,601.0,,,81.0,601.0,0.536,0.475,G,ken-evans-1
4577,Josh Hubbard,2023-24,Mississippi State,,FR,35.0,16.0,971.0,184.0,478.0,0.385,76.0,174.0,0.437,108.0,304.0,0.355,122.0,143.0,0.853,9.0,67.0,76.0,61.0,24.0,4.0,42.0,48.0,598.0,,,82.0,598.0,0.548,0.498,G,josh-hubbard-1
4578,Jermaine Couisnard,2023-24,Oregon,,SR,36.0,36.0,1184.0,199.0,498.0,0.4,126.0,287.0,0.439,73.0,211.0,0.346,126.0,167.0,0.754,40.0,124.0,164.0,120.0,56.0,7.0,60.0,78.0,597.0,,,83.0,597.0,0.517,0.473,G,jermaine-couisnard-1
4579,Jordan King,2023-24,Richmond,,SR,33.0,33.0,1162.0,200.0,441.0,0.454,116.0,238.0,0.487,84.0,203.0,0.414,111.0,136.0,0.816,15.0,112.0,127.0,84.0,43.0,2.0,59.0,58.0,595.0,,,84.0,595.0,0.588,0.549,G,jordan-king-1
4580,Quinten Post,2023-24,Boston College,,SR,35.0,35.0,1115.0,222.0,432.0,0.514,172.0,316.0,0.544,50.0,116.0,0.431,101.0,123.0,0.821,71.0,213.0,284.0,100.0,30.0,61.0,86.0,100.0,595.0,,,85.0,595.0,0.607,0.572,F,quinten-post-1
4581,Trazarien White,2023-24,UNC Wilmington,,JR,30.0,20.0,907.0,202.0,410.0,0.493,179.0,351.0,0.51,23.0,59.0,0.39,166.0,232.0,0.716,59.0,145.0,204.0,48.0,24.0,13.0,74.0,63.0,593.0,,,86.0,593.0,0.57,0.521,F,trazarien-white-1
4582,Caleb Fields,2023-24,Fairfield,,SR,35.0,33.0,1235.0,202.0,463.0,0.436,89.0,172.0,0.517,113.0,291.0,0.388,75.0,104.0,0.721,35.0,107.0,142.0,93.0,50.0,3.0,45.0,49.0,592.0,,,87.0,592.0,0.578,0.558,G,caleb-fields-1
4583,Hunter Dickinson,2023-24,Kansas,,SR,33.0,33.0,1063.0,250.0,456.0,0.548,227.0,391.0,0.581,23.0,65.0,0.354,68.0,109.0,0.624,85.0,276.0,361.0,76.0,31.0,47.0,58.0,74.0,591.0,,,88.0,591.0,0.582,0.573,C,hunter-dickinson-1
4584,Kyle Filipowski,2023-24,Duke,,SO,36.0,36.0,1095.0,220.0,436.0,0.505,181.0,324.0,0.559,39.0,112.0,0.348,112.0,167.0,0.671,80.0,218.0,298.0,100.0,41.0,54.0,76.0,109.0,591.0,,,89.0,591.0,0.573,0.549,C,kyle-filipowski-1
