,games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct,first_name,last_name,position,height_feet,height_inches,weight_pounds,team_id,team_abbreviation,team_city,team_conference,team_division,team_full_name,team_name
0,66,46397639,1962,21:26,2.97,7.061,0,0,1.515,1.803,0,0,4.727,1.439,0,0,0,1.939,7.455,0.421,0,0.84,Mike,Farmer,,,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1,18,46396616,1962,37:13,5.167,12.0,0,0,2.778,4.111,0,0,5.167,5.167,0,0,0,4.167,13.111,0.431,0,0.676,Si,Green,,,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
2,15,46398147,1962,20:56,3.733,8.0,0,0,2.467,3.467,0,0,4.333,0.6,0,0,0,3.067,9.933,0.467,0,0.712,Dave,Gambee,,,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
3,40,46392456,1962,25:25,5.375,11.7,0,0,2.45,3.25,0,0,1.95,7.0,0,0,0,2.05,13.2,0.459,0,0.754,Bob,Cousy,,,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
4,5,46400224,1962,8:24,2.4,5.4,0,0,0.6,0.8,0,0,1.0,0.4,0,0,0,0.4,5.4,0.444,0,0.75,Jack,Foley,,,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
5,21,46397630,1962,33:22,8.476,17.952,0,0,4.476,5.238,0,0,6.286,2.0,0,0,0,3.19,21.429,0.472,0,0.855,Hal,Greer,,,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
6,16,46399187,1962,16:37,2.5,6.0,0,0,1.875,2.563,0,0,2.313,1.875,0,0,0,1.875,6.875,0.417,0,0.732,Donnie,Butcher,,,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
7,21,46398149,1962,31:05,6.524,13.952,0,0,3.476,5.0,0,0,11.619,1.524,0,0,0,2.905,16.524,0.468,0,0.695,Johnny,Green,,,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
8,7,46400725,1962,3:51,0.429,1.429,0,0,0.0,0.143,0,0,0.857,0.143,0,0,0,0.571,0.857,0.3,0,0.0,Dave,Fedor,,,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
9,34,46400211,1962,11:42,1.765,4.765,0,0,0.529,0.971,0,0,1.029,1.794,0,0,0,1.147,4.059,0.37,0,0.545,Bob,Duffy,,,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
