,games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct,first_name,last_name,position,height_feet,height_inches,weight_pounds,team_id,team_abbreviation,team_city,team_conference,team_division,team_full_name,team_name
0,67,2290,1980,30:57,7.463,16.358,0.0,0.075,6.776,8.612,0.507,0.612,5.716,1.194,0.642,0.149,2.045,3.97,21.701,0.456,0.0,0.787,John,Drew,,,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1,52,3064,1980,10:13,1.788,3.942,0.0,0.019,0.635,1.231,0.212,0.442,2.981,0.481,0.192,0.423,0.212,1.308,4.212,0.454,0.0,0.516,Earl,Cureton,,,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2,66,2382,1980,34:39,6.409,13.439,0.167,0.47,4.455,5.364,0.136,0.5,1.939,8.788,1.591,0.091,2.197,2.879,17.439,0.477,0.355,0.831,Phil,Ford,,,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
3,72,2459,1980,18:53,3.0,6.264,0.125,0.278,1.667,2.181,0.444,0.528,2.458,1.569,0.292,0.222,0.847,1.75,7.792,0.479,0.45,0.764,Marty,Byrnes,,,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
4,76,2993,1980,20:56,2.592,6.368,0.053,0.118,1.421,1.776,0.026,0.224,1.579,3.263,0.5,0.026,0.934,1.632,6.658,0.407,0.444,0.8,Larry,Drew,,,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
5,80,2925,1980,35:45,7.613,13.763,0.0,0.0,4.825,6.163,0.225,0.963,7.488,1.363,0.188,0.5,0.863,3.163,20.05,0.553,0.0,0.783,Bill,Cartwright,,,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
6,23,2269,1980,23:41,4.391,10.304,0.0,0.0,1.217,1.696,0.13,0.652,3.609,2.609,0.174,0.217,0.348,2.348,10.0,0.426,0.0,0.718,Bob,Dandridge,,,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
7,2,2539,1980,5:00,0.5,2.5,0.0,0.0,0.5,2.5,1.0,1.0,2.0,0.0,0.0,0.5,0.0,0.0,1.5,0.2,0.0,0.2,Monti,Davis,,,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
8,82,3077,1980,35:35,7.512,15.305,0.0,0.024,3.841,5.366,3.244,5.817,9.256,1.427,0.585,1.476,2.841,3.805,18.866,0.491,0.0,0.716,Joe,"Barry,Carroll",,,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
9,68,542,1980,14:24,1.897,3.5,0.0,0.0,1.485,2.5,1.574,2.971,4.544,0.618,0.118,0.779,1.0,1.162,5.279,0.542,0.0,0.594,James,Donaldson,,,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
10,6,2529,1980,11:10,1.167,2.333,0.0,0.0,0.167,0.667,0.333,0.667,3.167,2.333,0.0,0.333,2.167,2.667,2.5,0.5,0.0,0.25,Ralph,Drollinger,,,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
11,66,2286,1980,25:51,3.333,7.348,0.015,0.212,2.803,3.242,0.076,0.152,1.515,4.288,0.364,0.045,1.485,1.333,9.485,0.454,0.071,0.864,Charlie,Criss,,,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
12,64,2547,1980,12:45,2.172,4.906,0.031,0.109,1.469,2.469,0.313,0.625,1.859,0.734,0.547,0.172,0.891,1.516,5.844,0.443,0.286,0.595,Ron,Davis,,,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
13,67,2513,1980,23:20,2.716,6.0,0.015,0.03,0.701,0.866,0.567,1.104,3.821,1.776,0.522,0.075,0.881,2.358,6.149,0.453,0.5,0.81,Calvin,Garrett,,,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
