,games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct,first_name,last_name,position,height_feet,height_inches,weight_pounds,team_id,team_abbreviation,team_city,team_conference,team_division,team_full_name,team_name
0,9,3064,1990,17:40,0.89,2.67,0.0,0.11,0.11,0.33,0.67,3.33,4.0,0.33,0.0,0.33,0.67,1.78,1.89,0.333,0.0,0.333,Earl,Cureton,,,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1,80,513,1990,38:04,7.78,16.15,0.18,0.56,4.64,5.21,0.78,1.56,2.34,5.54,1.11,0.09,2.36,1.69,20.36,0.481,0.311,0.89,Joe,Dumars,,,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
2,66,2986,1990,16:39,2.68,5.82,0.0,0.05,1.35,1.59,1.48,3.26,4.74,0.79,0.48,0.2,1.35,2.61,6.71,0.461,0.0,0.848,Sidney,Green,,,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
3,47,2993,1990,10:20,1.15,2.66,0.3,0.7,0.36,0.47,0.09,0.6,0.68,2.47,0.32,0.02,1.02,0.83,2.96,0.432,0.424,0.773,Larry,Drew,,,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
4,79,2925,1990,28:46,4.03,8.22,0.0,0.0,1.57,2.25,2.11,4.04,6.15,1.59,0.41,0.19,1.43,2.11,9.62,0.49,0.0,0.697,Bill,Cartwright,,,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
5,81,585,1990,31:00,6.43,13.38,0.0,0.02,2.96,3.84,2.19,4.37,6.56,1.1,0.41,0.42,2.3,3.1,15.83,0.481,0.0,0.772,Kevin,Duckworth,,,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
6,76,2948,1990,19:56,4.43,9.41,0.42,1.13,1.26,1.5,0.62,2.0,2.62,2.18,0.99,0.33,1.05,1.64,10.55,0.471,0.372,0.842,Dell,Curry,,,,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
7,62,536,1990,25:59,3.94,7.48,0.1,0.39,1.32,1.89,0.82,2.42,3.24,1.74,0.92,0.47,1.69,3.27,9.29,0.526,0.25,0.701,Blue,Edwards,,,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
8,73,2884,1990,14:07,1.34,2.66,0.0,0.03,0.86,1.44,0.9,2.59,3.49,0.7,0.33,0.4,0.78,2.44,3.55,0.505,0.0,0.6,Greg,Dreiling,,,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
9,52,541,1990,6:09,0.54,1.44,0.0,0.02,0.23,0.42,0.81,0.71,1.52,0.06,0.12,0.08,0.1,0.87,1.31,0.373,0.0,0.545,Richard,Coffey,,,,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
10,82,2952,1990,23:42,4.59,10.2,0.02,0.17,1.85,2.22,1.28,1.93,3.21,3.7,1.27,0.48,1.99,2.27,11.05,0.45,0.143,0.835,Kendall,Gill,,,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
11,11,3077,1990,8:43,1.18,3.27,0.0,0.0,1.0,1.09,0.27,1.91,2.18,1.0,0.09,0.73,1.09,1.64,3.36,0.361,0.0,0.917,Joe,"Barry,Carroll",,,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
