,id,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct,season,player_id
88,13934212,38,8,15,5,9,9,10,1,7,8,0,0,4,1,4,30,0.5333334,0.5555556,0.9,2023,378
89,13934213,35,4,10,1,5,0,0,2,2,4,2,0,3,2,3,9,0.4,0.2,0.0,2023,214
90,13934214,32,4,6,1,3,3,4,0,6,6,2,2,1,1,3,12,0.6666667,0.3333333,0.75,2023,473
91,13934215,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,17896094
92,13934216,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,666468
93,13934217,14,0,4,0,4,0,0,0,2,2,0,1,1,0,1,0,0.0,0.0,0.0,2023,17896060
94,13934218,26,3,4,2,3,0,0,3,4,7,2,0,0,3,2,8,0.75,0.6666667,0.0,2023,219
95,13934219,08,0,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0.0,0.0,0.0,2023,261
96,13934220,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,338
97,13934221,11,1,4,0,3,2,2,0,1,1,1,0,0,0,1,4,0.25,0.0,1.0,2023,3547276
98,13934222,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,17553967
99,13934223,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,3547279
100,13934224,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677864
101,13934225,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,38017707
102,13934226,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,3547295
103,13934262,27,5,11,3,7,4,4,2,1,3,2,1,0,3,1,17,0.4545455,0.4285714,1.0,2023,17896026
104,13934263,28,3,6,0,1,6,7,0,5,5,5,1,0,1,2,12,0.5,0.0,0.8571429,2023,38017683
105,13934264,27,4,10,0,2,0,0,4,4,8,1,2,0,2,3,8,0.4,0.0,0.0,2023,85
106,13934265,21,3,12,2,7,0,0,1,3,4,0,0,0,0,2,8,0.25,0.2857143,0.0,2023,17896073
107,13934266,24,5,9,0,0,0,0,3,1,4,2,3,0,1,0,10,0.5555556,0.0,0.0,2023,165
108,13934267,24,8,12,1,2,3,3,1,7,8,2,0,0,0,2,20,0.6666667,0.5,1.0,2023,3547251
109,13934268,05,2,2,0,0,3,4,1,2,3,0,0,0,1,1,7,1.0,0.0,0.75,2023,666442
110,13934269,05,2,2,0,0,1,1,0,0,0,1,0,2,0,0,5,1.0,0.0,1.0,2023,56677827
111,13934270,17,5,8,1,4,0,0,3,3,6,0,0,1,0,0,11,0.625,0.25,0.0,2023,196
112,13934271,05,1,2,1,2,0,0,0,1,1,0,0,0,0,0,3,0.5,0.5,0.0,2023,38017724
113,13934272,05,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,2023,56677839
114,13934273,18,0,3,0,3,0,0,0,4,4,5,0,0,1,3,0,0.0,0.0,0.0,2023,226
115,13934274,14,4,6,1,3,2,3,1,3,4,0,0,1,2,2,11,0.6666667,0.3333333,0.6666667,2023,229
116,13934275,05,0,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0.0,0.0,0.0,2023,666818
117,13934276,15,0,1,0,1,4,4,0,3,3,0,0,1,3,4,4,0.0,0.0,1.0,2023,462
118,13934277,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,38017607
119,13934278,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,17553983
120,13934279,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,666885
121,13934280,26,5,7,4,6,0,0,0,4,4,2,1,0,2,4,14,0.7142857,0.6666667,0.0,2023,66
122,13934281,26,3,9,0,4,1,2,1,4,5,1,1,0,1,6,7,0.3333333,0.0,0.5,2023,38017684
123,13934282,28,6,11,0,1,2,4,2,6,8,6,0,0,1,4,14,0.5454546,0.0,0.5,2023,17896062
124,13934283,30,2,10,0,1,6,7,0,1,1,0,1,1,4,2,10,0.2,0.0,0.8571429,2023,17895966
125,13934284,34,5,13,4,6,0,0,0,1,1,5,1,0,3,0,14,0.3846154,0.6666667,0.0,2023,458
126,13934285,11,1,1,1,1,0,0,0,1,1,0,1,1,0,1,3,1.0,1.0,0.0,2023,75
127,13934286,14,2,4,0,1,0,1,3,0,3,1,0,0,1,2,4,0.5,0.0,0.0,2023,188
128,13934287,05,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,213
129,13934288,09,1,2,1,2,0,0,0,0,0,2,0,0,1,1,3,0.5,0.5,0.0,2023,19465326
130,13934289,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,296
131,13934290,06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2023,56677809
132,13934291,15,2,2,1,1,0,0,0,2,2,0,1,1,0,1,5,1.0,1.0,0.0,2023,3547301
133,13934292,21,3,10,1,7,1,2,1,4,5,2,0,0,4,2,8,0.3,0.1428571,0.5,2023,56677825
134,13934293,10,0,4,0,2,0,0,0,1,1,0,0,0,1,0,0,0.0,0.0,0.0,2023,56677831
135,13934294,05,2,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0.6666667,0.0,0.0,2023,47738533
136,13934295,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,38017695
137,13934296,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,3547281
138,13934297,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,357
139,13934333,27,8,11,6,8,2,2,1,2,3,1,1,0,1,3,24,0.7272727,0.75,1.0,2023,69
140,13934334,19,4,9,2,5,1,1,1,3,4,1,1,0,0,0,11,0.4444444,0.4,1.0,2023,3547243
141,13934335,23,5,8,0,2,1,2,0,8,8,1,0,3,2,4,11,0.625,0.0,0.5,2023,452
142,13934336,26,6,15,2,6,4,4,0,4,4,5,2,0,2,1,18,0.4,0.3333333,1.0,2023,38017686
143,13934337,27,9,16,2,6,0,0,0,3,3,11,1,2,3,1,20,0.5625,0.3333333,0.0,2023,3547245
144,13934338,25,5,9,4,7,0,0,0,2,2,5,1,1,1,0,14,0.5555556,0.5714286,0.0,2023,210
145,13934339,11,2,4,0,0,0,0,1,3,4,0,0,0,0,2,4,0.5,0.0,0.0,2023,17896035
146,13934340,06,2,2,0,0,0,0,0,1,1,2,2,0,0,0,4,1.0,0.0,0.0,2023,304
147,13934341,22,6,9,0,1,0,0,1,3,4,10,0,0,2,4,12,0.6666667,0.0,0.0,2023,38017507
148,13934342,23,2,5,1,3,2,2,1,4,5,1,0,1,1,3,7,0.4,0.3333333,1.0,2023,3547250
149,13934343,06,2,7,1,2,0,0,1,0,1,1,0,1,0,0,5,0.2857143,0.5,0.0,2023,3547207
150,13934344,06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677861
151,13934345,13,5,6,2,2,1,1,3,5,8,0,1,0,0,4,13,0.8333333,1.0,1.0,2023,3547264
152,13934346,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,439
153,13934347,06,0,5,0,1,0,0,1,3,4,0,1,0,0,1,0,0.0,0.0,0.0,2023,56677832
154,13934348,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,38017701
155,13934349,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677778
156,13934350,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677794
157,13934351,25,9,18,1,4,6,6,1,1,2,0,0,2,0,0,25,0.5,0.25,1.0,2023,265
158,13934352,21,4,8,0,0,1,2,2,5,7,5,1,0,2,0,9,0.5,0.0,0.5,2023,3547242
159,13934353,21,2,2,0,0,2,4,1,4,5,0,0,2,0,5,6,1.0,0.0,0.5,2023,666577
160,13934354,26,7,18,0,6,4,5,0,2,2,5,1,1,4,1,18,0.3888889,0.0,0.8,2023,666848
161,13934355,28,7,12,2,4,0,1,1,2,3,6,1,1,2,1,16,0.5833333,0.5,0.0,2023,249
162,13934356,03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,38017704
163,13934357,04,1,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0.5,1.0,0.0,2023,18677954
164,13934358,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,38124126
165,13934359,23,1,3,1,1,0,0,0,4,4,3,0,3,3,1,3,0.3333333,1.0,0.0,2023,56677844
166,13934360,17,4,7,2,2,6,6,2,1,3,0,0,0,0,1,16,0.5714286,1.0,1.0,2023,167
167,13934361,25,4,11,1,5,2,2,2,3,5,1,0,0,1,1,11,0.3636364,0.2,1.0,2023,17896045
168,13934362,08,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0.0,0.0,0.0,2023,337
169,13934363,08,2,3,0,0,0,0,1,1,2,1,0,0,1,0,4,0.6666667,0.0,0.0,2023,17896106
170,13934364,06,0,3,0,0,1,2,0,3,3,1,0,0,1,0,1,0.0,0.0,0.5,2023,38017712
171,13934365,25,3,8,1,1,1,1,1,5,6,6,3,0,0,1,8,0.375,1.0,1.0,2023,487
172,13934366,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,38017687
173,13934367,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,3547302
174,13934368,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,414
175,13934369,33,4,8,0,1,2,3,3,5,8,7,1,1,6,1,10,0.5,0.0,0.6666667,2023,204
176,13934370,32,12,18,1,6,0,0,1,4,5,2,0,0,1,4,25,0.6666667,0.1666667,0.0,2023,666950
177,13934371,30,5,6,0,0,3,3,4,11,15,1,3,1,2,2,13,0.8333333,0.0,1.0,2023,38017698
178,13934372,34,7,16,2,7,8,12,1,4,5,6,0,0,3,2,24,0.4375,0.2857143,0.6666667,2023,403
179,13934373,31,4,15,4,11,3,4,1,5,6,10,1,0,3,3,15,0.2666667,0.3636364,0.75,2023,3547239
180,13934374,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677848
181,13934375,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677866
182,13934376,16,2,5,0,2,0,0,0,3,3,4,0,0,1,3,4,0.4,0.0,0.0,2023,3547253
183,13934377,25,5,9,3,7,0,0,0,3,3,2,0,0,1,3,13,0.5555556,0.4285714,0.0,2023,56677823
184,13934378,18,2,2,0,0,3,4,1,3,4,1,0,1,2,3,7,1.0,0.0,0.75,2023,3547282
185,13934379,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677846
186,13934380,20,2,7,1,3,0,0,1,1,2,1,0,0,0,0,5,0.2857143,0.3333333,0.0,2023,18678001
187,13934381,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,17896037
188,13934382,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,62
189,13934383,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,666748
190,13934384,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,38017708
191,13934385,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,347
192,13934386,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,422
193,13934387,31,4,9,1,4,0,1,2,2,4,1,0,0,0,6,9,0.4444444,0.25,0.0,2023,666656
194,13934388,29,6,12,1,4,2,2,3,2,5,0,5,0,2,1,15,0.5,0.25,1.0,2023,3547256
195,13934389,29,6,10,0,0,3,4,6,7,13,0,1,0,2,1,15,0.6,0.0,0.75,2023,83
196,13934390,33,3,14,0,3,5,6,0,2,2,6,0,0,1,0,11,0.2142857,0.0,0.8333333,2023,334
197,13934391,36,4,19,1,9,14,15,0,1,1,9,1,0,5,3,23,0.2105263,0.1111111,0.9333333,2023,490
198,13934392,24,3,9,1,5,0,0,0,4,4,4,3,0,0,1,7,0.3333333,0.2,0.0,2023,53
199,13934393,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677838
200,13934394,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,666564
201,13934395,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,3547297
202,13934396,10,1,2,0,1,0,0,0,2,2,0,0,0,1,1,2,0.5,0.0,0.0,2023,38017689
203,13934397,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677806
204,13934398,29,9,13,1,3,2,4,0,7,7,2,2,1,0,1,21,0.6923077,0.3333333,0.5,2023,17896040
205,13934399,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,666754
206,13934400,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,319
207,13934401,19,3,5,0,0,1,1,1,3,4,2,0,0,1,5,7,0.6,0.0,1.0,2023,3547244
208,13934402,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677855
209,13934403,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,301
210,13934404,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677875
211,13934584,35,6,12,0,2,8,9,2,4,6,4,3,0,3,4,20,0.5,0.0,0.8888889,2023,61
212,13934585,26,5,10,1,4,1,2,2,3,5,3,2,0,2,1,12,0.5,0.25,0.5,2023,666679
213,13934586,28,3,10,0,0,1,1,4,3,7,4,0,3,0,1,7,0.3,0.0,1.0,2023,666508
214,13934587,24,1,3,1,3,2,2,0,1,1,3,0,0,1,2,5,0.3333333,0.3333333,1.0,2023,130
215,13934588,23,2,6,0,0,0,0,1,9,10,9,0,1,2,2,4,0.3333333,0.0,0.0,2023,417
216,13934589,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677843
217,13934590,28,4,8,2,6,0,1,1,4,5,2,0,0,3,1,10,0.5,0.3333333,0.0,2023,158
218,13934591,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,174
219,13934592,23,2,6,1,4,0,0,0,7,7,2,0,0,1,2,5,0.3333333,0.25,0.0,2023,351
220,13934593,12,2,3,0,0,0,0,1,1,2,0,0,2,3,2,4,0.6666667,0.0,0.0,2023,17896038
221,13934594,16,4,5,2,3,0,0,2,2,4,1,0,0,1,1,10,0.8,0.6666667,0.0,2023,421
222,13934595,25,13,21,2,5,8,11,0,3,3,2,1,0,1,0,36,0.6190476,0.4,0.7272727,2023,17896048
223,13934596,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,464
224,13934597,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,17896058
225,13934598,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,9051997
226,13934599,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677841
227,13934600,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677722
228,13934601,39,9,17,7,13,2,2,0,12,12,2,1,1,0,4,27,0.5294118,0.5384616,1.0,2023,666908
229,13934602,32,6,10,2,4,4,5,3,3,6,4,2,1,2,5,18,0.6,0.5,0.8,2023,3547247
230,13934603,34,5,11,0,0,0,0,1,5,6,1,0,2,0,3,10,0.4545455,0.0,0.0,2023,17896076
231,13934604,36,11,21,4,10,1,1,2,3,5,6,4,1,0,1,27,0.5238096,0.4,1.0,2023,322
232,13934605,32,6,12,1,5,2,2,1,1,2,5,2,0,6,2,15,0.5,0.2,1.0,2023,666581
233,13934606,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,56677847
234,13934607,05,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0,0.0,0.0,2023,666676
235,13934608,11,2,2,0,0,0,0,0,0,0,2,0,0,2,3,4,1.0,0.0,0.0,2023,248
236,13934609,31,4,17,3,8,0,0,0,3,3,5,1,1,0,1,11,0.2352941,0.375,0.0,2023,277
237,13934610,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,3547299
238,13934611,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,38017662
239,13934612,20,0,3,0,3,0,0,2,2,4,0,0,0,0,3,0,0.0,0.0,0.0,2023,344
240,13934613,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,444
241,13934614,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,9
