,games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct,first_name,last_name,position,height_feet,height_inches,weight_pounds,team_id,team_abbreviation,team_city,team_conference,team_division,team_full_name,team_name
0,3,46405958,1972,9:00,1.0,2.667,0,0,0.0,0.333,0,0,2.333,0.667,0,0,0,2.667,2.0,0.375,0,0.0,Ken,Durrett,,,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1,10,46404878,1972,21:48,3.6,9.2,0,0,1.8,1.9,0,0,2.4,1.3,0,0,0,3.3,9.0,0.391,0,0.947,Mike,Davis,,,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
2,67,2269,1972,39:00,8.821,18.328,0,0,2.716,3.418,0,0,8.254,2.836,0,0,0,3.612,20.358,0.481,0,0.795,Bob,Dandridge,,,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
3,54,46405417,1972,15:28,2.278,5.333,0,0,0.685,1.019,0,0,4.741,0.852,0,0,0,2.37,5.241,0.427,0,0.673,Terry,Driscoll,,,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4,12,46406977,1972,8:15,0.833,1.917,0,0,1.167,1.333,0,0,0.5,1.333,0,0,0,1.25,2.833,0.435,0,0.875,Charles,Dudley,,,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
5,61,46403298,1972,28:56,5.377,12.525,0,0,4.262,5.475,0,0,7.852,1.656,0,0,0,3.344,15.016,0.429,0,0.778,John,Block,,,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
6,80,46406979,1972,26:19,3.613,9.2,0,0,2.2,2.763,0,0,7.013,1.463,0,0,0,3.675,9.425,0.393,0,0.796,Double,D,,,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
7,31,46406996,1972,4:44,1.581,3.613,0,0,0.742,0.839,0,0,1.548,0.226,0,0,0,0.484,3.903,0.438,0,0.885,Travis,Grant,,,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
8,9,46407012,1972,4:33,0.667,3.111,0,0,0.444,0.667,0,0,0.556,0.222,0,0,0,0.556,1.778,0.214,0,0.667,Bob,Davis,,,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
9,60,46404879,1972,35:51,5.85,12.683,0,0,1.383,1.733,0,0,5.083,6.267,0,0,0,3.25,13.083,0.461,0,0.798,Herm,Gilliam,,,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
10,73,2247,1972,42:49,12.918,23.26,0,0,4.301,6.041,0,0,16.027,5.055,0,0,0,2.671,30.137,0.555,0,0.712,Kareem,Abdul-Jabbar,,,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
11,41,46405441,1972,15:00,1.488,2.805,0,0,1.146,1.439,0,0,5.805,0.976,0,0,0,2.024,4.122,0.53,0,0.797,Bob,Christian,,,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
12,53,46404330,1972,22:35,4.264,9.755,0,0,1.283,1.453,0,0,2.396,2.547,0,0,0,2.358,9.811,0.437,0,0.883,Eldo,Garrett,,,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
13,74,2255,1972,31:19,5.216,10.838,0,0,2.689,3.446,0,0,5.608,2.716,0,0,0,3.432,13.122,0.481,0,0.78,Don,Chaney,,,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
14,35,46397630,1972,23:06,2.543,6.429,0,0,0.857,1.057,0,0,2.943,3.114,0,0,0,2.057,5.943,0.396,0,0.811,Hal,Greer,,,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
15,75,46404379,1972,37:27,8.573,20.067,0,0,3.293,4.667,0,0,6.04,4.427,0,0,0,2.987,20.44,0.427,0,0.706,Fred,Carter,,,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
