,games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct,first_name,last_name,position,height_feet,height_inches,weight_pounds,team_id,team_abbreviation,team_city,team_conference,team_division,team_full_name,team_name
0,12,789,1992,8:40,1.08,2.67,0.0,0.0,0.58,0.75,0.33,1.25,1.58,0.25,0.42,0.42,0.5,1.42,2.75,0.406,0.0,0.778,Joe,Courtney,,,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1,28,766,1992,5:19,0.64,2.11,0.0,0.04,0.61,1.11,0.82,1.04,1.86,0.25,0.21,0.14,0.43,1.36,1.89,0.305,0.0,0.548,Robert,Werdann,,,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
2,77,513,1992,40:10,8.79,18.88,1.45,3.88,4.45,5.16,0.82,1.1,1.92,4.0,1.01,0.09,1.79,1.83,23.49,0.466,0.375,0.864,Joe,Dumars,,,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
3,39,2986,1992,8:26,0.87,2.28,0.0,0.05,0.64,0.79,0.82,2.21,3.03,0.62,0.15,0.13,0.51,0.95,2.38,0.382,0.0,0.806,Sidney,Green,,,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
4,63,2925,1992,19:53,2.24,5.44,0.0,0.0,1.14,1.56,1.32,2.38,3.7,1.32,0.32,0.16,0.98,2.44,5.62,0.411,0.0,0.735,Bill,Cartwright,,,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
5,74,585,1992,23:48,4.07,9.28,0.0,0.03,1.72,2.36,1.59,3.64,5.23,0.95,0.61,0.53,1.18,3.0,9.85,0.438,0.0,0.726,Kevin,Duckworth,,,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
6,82,700,1992,27:36,3.71,6.52,0.0,0.0,1.45,2.74,3.55,5.27,8.82,0.84,0.77,1.8,0.96,3.34,8.87,0.568,0.0,0.529,Dale,Davis,,,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
7,80,2948,1992,26:10,6.23,13.78,1.19,2.96,1.7,1.96,0.64,2.94,3.58,2.25,1.09,0.29,1.61,1.88,15.34,0.452,0.401,0.866,Dell,Curry,,,,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
8,73,734,1992,20:54,2.99,5.89,0.08,0.33,1.38,1.62,0.26,1.97,2.23,3.99,0.6,0.01,1.26,2.0,7.44,0.507,0.25,0.856,Vinny,Del Negro,,,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
9,82,536,1992,33:16,6.76,13.21,0.45,1.29,2.89,3.66,1.5,3.16,4.66,2.61,1.57,0.55,2.13,2.95,16.85,0.512,0.349,0.79,Blue,Edwards,,,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
10,43,2884,1992,5:33,0.44,1.35,0.0,0.09,0.19,0.35,0.6,0.93,1.53,0.19,0.12,0.19,0.21,1.4,1.07,0.328,0.0,0.533,Greg,Dreiling,,,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
11,3,777,1992,5:00,0.67,2.0,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,1.67,0.333,0.5,0.0,Stan,Kimbrough,,,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
12,69,2952,1992,35:13,6.71,14.96,0.25,0.9,3.25,4.2,1.74,3.19,4.93,3.88,1.42,0.52,2.52,2.77,16.91,0.449,0.274,0.772,Kendall,Gill,,,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
13,6,542,1992,15:40,1.33,2.33,0.0,0.0,0.83,1.5,1.0,3.83,4.83,0.17,0.17,1.17,0.67,2.17,3.5,0.571,0.0,0.556,James,Donaldson,,,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
14,71,2893,1992,19:41,1.32,3.75,0.0,0.0,0.8,1.55,3.03,4.2,7.23,0.23,0.24,1.44,0.76,2.75,3.45,0.353,0.0,0.518,Chris,Dudley,,,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
15,21,702,1992,11:25,1.9,3.71,0.0,0.05,0.76,0.95,1.14,1.52,2.67,0.24,0.67,0.81,1.19,2.29,4.57,0.513,0.0,0.8,Bison,Dele,,,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
16,75,2953,1992,19:40,2.71,5.12,0.0,0.04,1.36,2.25,1.44,3.27,4.71,0.91,0.64,0.73,0.85,3.16,6.77,0.529,0.0,0.604,Kenny,Gattison,,,,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
17,71,2860,1992,37:54,7.32,12.83,0.01,0.03,5.51,6.93,2.31,7.92,10.23,4.39,0.75,0.79,2.11,2.45,20.17,0.571,0.5,0.795,Brad,Daugherty,,,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
18,79,2911,1992,20:55,3.96,7.8,0.01,0.05,1.47,1.96,2.08,4.15,6.23,0.68,0.7,0.49,1.05,2.18,9.41,0.508,0.25,0.748,Loy,Vaught,,,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
19,80,2946,1992,21:46,4.49,9.68,0.0,0.01,3.43,4.06,1.7,4.2,5.9,1.45,0.46,0.68,1.96,1.54,12.4,0.464,0.0,0.843,Armen,Gilliam,,,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
20,75,622,1992,32:49,5.24,11.51,0.03,0.11,2.23,3.75,3.45,5.89,9.35,0.91,0.48,0.37,2.12,2.65,12.73,0.455,0.25,0.594,Terry,Davis,,,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
21,82,2856,1992,30:59,5.6,11.05,0.63,1.7,1.5,1.82,0.56,2.44,3.0,2.76,1.05,0.45,0.99,2.26,13.33,0.507,0.374,0.826,Kevin,Gamble,,,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
22,75,518,1992,17:28,3.27,6.31,0.0,0.01,1.17,1.55,1.68,2.81,4.49,0.36,0.33,0.35,1.29,2.52,7.71,0.518,0.0,0.759,Alaa,Abdelnaby,,,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
23,65,745,1992,9:55,0.95,2.43,0.11,0.46,0.38,0.54,0.2,0.57,0.77,2.31,0.28,0.03,1.06,1.02,2.4,0.392,0.233,0.714,Duane,Cooper,,,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
24,80,2901,1992,35:15,5.18,12.05,1.48,3.94,1.54,2.11,1.11,2.39,3.5,8.39,2.54,0.29,2.34,1.95,13.36,0.429,0.375,0.728,Mookie,Blaylock,,,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
25,52,581,1992,11:51,2.35,5.19,0.0,0.0,1.62,2.27,0.58,1.35,1.92,0.79,0.19,0.13,0.98,2.35,6.31,0.452,0.0,0.712,James,Edwards,,,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
26,55,682,1992,10:22,1.69,4.24,0.11,0.47,0.64,0.73,0.4,1.07,1.47,0.62,0.18,0.04,0.71,0.84,4.13,0.399,0.231,0.875,Kevin,Brooks,,,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
27,81,3023,1992,33:27,7.81,17.37,0.86,2.43,2.68,2.86,0.63,2.15,2.78,4.25,1.04,0.1,2.31,2.21,19.17,0.45,0.355,0.935,Mahmoud,Abdul-Rauf,,,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
28,82,559,1992,18:29,2.23,4.7,0.5,1.21,1.37,1.65,0.27,0.94,1.21,2.96,0.96,0.04,0.88,1.66,6.33,0.475,0.414,0.83,Scott,Brooks,,,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
29,82,3056,1992,21:25,2.93,6.39,0.55,1.57,2.23,2.61,0.72,1.91,2.63,2.16,0.9,0.24,1.09,1.77,8.63,0.458,0.349,0.855,Mario,Elie,,,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
30,60,587,1992,14:08,2.37,5.65,0.12,0.55,0.42,0.65,1.02,1.35,2.37,1.28,0.55,0.3,0.58,1.73,5.27,0.419,0.212,0.641,Gerald,Glass,,,,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
31,80,2850,1992,28:10,4.1,8.76,0.33,1.03,2.4,3.03,0.56,2.51,3.08,5.76,1.73,0.39,1.7,2.54,10.93,0.468,0.317,0.793,Dee,Brown,,,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
32,18,594,1992,14:56,1.44,2.72,0.06,0.11,0.61,0.89,1.44,2.28,3.72,0.28,0.17,0.33,0.72,1.89,3.56,0.531,0.5,0.688,Mark,Acres,,,,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
33,77,733,1992,20:25,3.7,8.36,0.77,2.3,0.94,1.29,1.12,1.69,2.81,1.92,0.49,0.39,1.32,1.87,9.1,0.443,0.333,0.727,Lloyd,Daniels,,,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
