,id,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct,season,player_id
4040,16006302,7,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,2024,3
4041,16006303,22,7,12,2,4,1,2,3,3,6,1,2,1,1,4,17,0.5833333,0.5,0.5,2024,38017695
4042,16006305,9,2,3,2,3,0,0,0,1,1,1,0,0,0,0,6,0.6666667,0.6666667,0.0,2024,213
4043,16006306,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024,19465326
4044,16006307,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2024,1028255931
4045,16006308,12,0,5,0,4,0,0,0,0,0,2,1,0,0,2,0,0.0,0.0,0.0,2024,1028028519
4046,16006309,3,1,2,0,0,1,1,0,2,2,0,0,0,1,1,3,0.5,,1.0,2024,3547301
4047,16006310,25,5,9,0,0,2,4,1,4,5,3,1,0,1,1,12,0.5555556,0.0,0.5,2024,56677825
4048,16006316,28,2,6,0,0,2,2,6,6,12,0,1,0,6,1,6,0.3333333,0.0,1.0,2024,1028027567
4049,16006317,26,2,8,1,5,4,4,1,1,2,0,1,1,0,1,9,0.25,0.2,1.0,2024,666604
4050,16006318,38,7,13,3,7,2,2,0,4,4,4,1,0,2,2,19,0.538,0.429,1.0,2024,17896022
4051,16006321,20,1,5,0,3,0,1,1,4,5,2,0,2,1,1,2,0.2,0.0,0.0,2024,38017734
4052,16006327,37,12,26,3,9,2,2,0,9,9,7,0,1,2,1,29,0.4615385,0.3333333,1.0,2024,227
4053,16006336,33,6,12,5,9,0,0,0,1,1,2,0,0,2,5,17,0.5,0.5555556,0.0,2024,66
4054,16006347,4,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.0,0.0,0.0,2024,33
4055,16006348,10,2,7,0,2,1,2,2,2,4,0,1,0,0,1,5,0.286,0.0,0.5,2024,56677849
4056,16006349,27,3,7,1,4,3,3,1,3,4,3,1,0,1,0,10,0.4285714,0.25,1.0,2024,666511
4057,16006361,39,10,18,4,7,0,0,1,5,6,3,0,0,0,3,24,0.5555556,0.5714286,0.0,2024,375
4058,16006362,29,6,12,1,5,5,6,0,5,5,0,1,0,0,1,18,0.5,0.2,0.8333333,2024,38017721
4059,16006363,34,4,9,1,5,0,0,1,7,8,5,1,0,4,4,9,0.4444444,0.2,0.0,2024,407
4060,16006364,8,2,5,1,3,2,2,0,1,1,0,1,1,0,1,7,0.4,0.3333333,1.0,2024,17896031
4061,16006365,11,2,2,0,0,0,0,1,3,4,0,0,1,1,2,4,1.0,0.0,0.0,2024,17896032
4062,16006366,13,1,4,0,1,0,0,0,4,4,0,0,0,0,2,2,0.25,0.0,0.0,2024,666743
4063,16006368,19,6,13,1,7,0,0,1,1,2,2,1,1,0,2,13,0.4615385,0.1428571,0.0,2024,139
4064,16006369,10,1,3,0,1,9,10,1,1,2,1,0,0,0,0,11,0.3333333,0.0,0.9,2024,56677856
4065,16006370,25,5,10,3,5,2,6,0,3,3,3,0,0,3,0,15,0.5,0.6,0.3333333,2024,666849
4066,16006373,31,7,14,3,9,4,4,0,6,6,2,0,1,5,3,21,0.5,0.3333333,1.0,2024,192
4067,16006408,15,2,3,0,0,2,2,2,1,3,1,0,1,1,4,6,0.6666667,0.0,1.0,2024,64269023
4068,16006409,24,2,7,2,2,1,2,2,3,5,2,0,0,0,0,7,0.2857143,1.0,0.5,2024,666809
4069,16006411,22,2,4,0,1,2,2,4,4,8,2,0,0,0,1,6,0.5,0.0,1.0,2024,17896021
4070,16006427,29,3,11,1,5,1,2,0,2,2,1,0,0,0,0,8,0.2727273,0.2,0.5,2024,380
4071,16006428,23,0,7,0,3,2,2,3,4,7,0,2,0,1,0,2,0.0,0.0,1.0,2024,247
4072,16006429,30,2,7,0,0,2,2,3,8,11,0,0,1,2,4,6,0.2857143,0.0,1.0,2024,493
4073,16006432,43,6,16,2,8,2,2,0,6,6,8,2,0,0,1,16,0.375,0.25,1.0,2024,335
4074,16006433,37,7,12,0,2,1,1,1,3,4,3,5,0,1,3,15,0.5833333,0.0,1.0,2024,38017709
4075,16006435,8,1,2,0,0,0,0,1,1,2,0,0,1,0,0,2,0.5,0.0,0.0,2024,666489
4076,16006438,6,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2024,3547268
4077,16006439,20,1,6,1,4,2,2,0,3,3,0,0,0,1,1,5,0.1666667,0.25,1.0,2024,56677776
4078,16006440,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024,56677871
4079,16006441,22,2,8,1,3,0,0,1,3,4,7,0,0,1,3,5,0.25,0.3333333,0.0,2024,472
4080,16010328,16,4,8,3,5,3,5,0,3,3,1,0,0,2,2,14,0.5,0.6,0.6,2024,17553992
4081,16010329,11,1,2,0,1,0,0,1,2,3,0,1,0,2,0,2,0.5,0.0,0.0,2024,2189
4082,16010336,45,6,15,2,7,0,0,3,7,10,2,1,1,0,1,14,0.4,0.2857143,0.0,2024,38017688
4083,16010337,40,10,15,0,3,3,3,2,10,12,4,0,3,4,1,23,0.6666667,0.0,1.0,2024,406
4084,16010338,9,1,2,0,1,0,0,0,1,1,0,0,0,0,2,2,0.5,0.0,0.0,2024,273
4085,16010339,31,2,7,0,3,0,0,0,6,6,4,0,1,1,2,4,0.2857143,0.0,0.0,2024,221
4086,16010340,44,22,35,6,10,10,11,2,1,3,7,3,1,6,3,60,0.6285715,0.6,0.9090909,2024,161
4087,16010346,24,7,12,2,4,0,0,1,4,5,2,0,0,0,1,16,0.5833333,0.5,0.0,2024,667378
4088,16010357,23,1,4,1,3,0,0,1,4,5,1,1,1,1,2,3,0.25,0.3333333,0.0,2024,38017714
4089,16010368,28,3,6,1,4,4,4,0,7,7,5,1,0,0,2,11,0.5,0.25,1.0,2024,56677858
4090,16010371,41,2,8,1,5,2,2,2,6,8,1,1,0,1,4,7,0.25,0.2,1.0,2024,290
4091,16010372,15,3,6,2,4,0,0,0,3,3,1,0,0,0,1,8,0.5,0.5,0.0,2024,305
4092,16010384,17,1,4,0,1,3,4,1,2,3,1,0,0,0,1,5,0.25,0.0,0.75,2024,666767
4093,16010445,21,5,14,1,4,2,2,1,1,2,1,1,1,0,2,13,0.357,0.25,1.0,2024,475
4094,16010446,30,5,11,3,7,0,0,0,8,8,7,1,1,1,3,13,0.4545455,0.4285714,0.0,2024,185
4095,16010447,18,3,5,0,0,3,4,2,4,6,2,1,1,2,2,9,0.6,0.0,0.75,2024,56677799
4096,16010448,11,3,4,2,3,0,0,0,0,0,1,0,1,1,1,8,0.75,0.6666667,0.0,2024,27924547
4097,16010449,26,4,9,3,7,2,2,1,7,8,5,4,0,3,2,13,0.4444444,0.4285714,1.0,2024,115
4098,16010450,19,3,7,2,3,0,0,0,4,4,4,0,2,1,3,8,0.4285714,0.6666667,0.0,2024,12
4099,16010451,30,7,15,4,8,0,0,4,0,4,2,0,0,5,4,18,0.4666667,0.5,0.0,2024,210
4100,16010452,18,3,13,0,4,2,4,2,2,4,2,0,0,1,5,8,0.2307692,0.0,0.5,2024,17553979
4101,16010453,13,2,4,0,0,2,4,3,4,7,3,0,0,1,2,6,0.5,,0.5,2024,282
4102,16010485,16,2,8,0,3,0,0,2,1,3,0,0,1,0,1,4,0.25,0.0,0.0,2024,17896067
4103,16010486,33,11,20,0,4,10,11,1,5,6,1,1,2,1,2,32,0.55,0.0,0.9090909,2024,231
4104,16010487,13,1,4,0,2,0,0,1,4,5,0,1,0,1,1,2,0.25,0.0,0.0,2024,666505
4105,16010488,27,5,10,2,6,4,5,3,1,4,2,0,0,1,1,16,0.5,0.3333333,0.8,2024,1028039105
4106,16010489,22,0,6,0,2,3,3,0,2,2,4,0,0,0,1,3,0.0,0.0,1.0,2024,38017656
4107,16010490,27,7,13,1,4,3,4,1,5,6,2,2,0,3,1,18,0.5384616,0.25,0.75,2024,3547287
4108,16010491,23,5,8,2,2,2,2,4,5,9,0,1,1,0,3,14,0.625,1.0,1.0,2024,1028025754
4109,16010492,6,1,3,0,1,0,0,1,1,2,1,0,1,0,0,2,0.3333333,0.0,0.0,2024,17896103
4110,16010493,12,0,5,0,5,2,2,1,3,4,0,0,0,1,1,2,0.0,0.0,1.0,2024,254
4111,16010495,17,2,6,1,3,2,2,1,2,3,2,3,2,3,4,7,0.333,0.333,1.0,2024,38017728
4112,16010496,20,4,11,1,6,0,0,1,4,5,6,0,2,3,2,9,0.3636364,0.1666667,0.0,2024,420
4113,16010497,24,4,9,0,4,1,4,2,3,5,4,0,2,2,4,9,0.444,0.0,0.25,2024,38017731
4114,16010520,37,5,13,3,8,1,2,3,3,6,3,3,1,3,6,14,0.3846154,0.375,0.5,2024,3547259
4115,16010521,41,8,20,2,7,8,8,1,3,4,5,1,0,4,1,26,0.4,0.2857143,1.0,2024,387
4116,16010522,41,5,7,0,0,1,1,3,8,11,2,0,3,1,2,11,0.7142857,0.0,1.0,2024,176
4117,16010523,42,14,27,6,14,2,2,1,4,5,2,0,0,2,4,36,0.5185185,0.4285714,1.0,2024,3547238
4118,16010524,37,4,12,4,9,2,3,0,4,4,7,5,0,0,1,14,0.3333333,0.4444444,0.6666667,2024,104
4119,16010525,20,4,6,2,3,0,0,1,2,3,3,0,0,1,2,10,0.6666667,0.6666667,0.0,2024,666400
4120,16010526,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024,1028025639
4121,16010527,19,1,4,1,4,0,0,0,3,3,2,0,0,0,2,3,0.25,0.25,0.0,2024,131
4122,16010530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024,226
4123,16037693,29,5,8,3,4,2,2,1,4,5,5,3,0,0,2,15,0.625,0.75,1.0,2024,3547258
4124,16037694,27,7,15,3,7,2,2,2,5,7,3,1,0,1,0,19,0.4666667,0.4285714,1.0,2024,62
4125,16037695,30,2,8,2,6,0,0,0,7,7,2,0,1,0,4,6,0.25,0.3333333,0.0,2024,666965
4126,16037696,34,5,17,3,11,0,0,0,4,4,3,2,0,2,1,13,0.2941177,0.2727273,0.0,2024,56677823
4127,16037697,36,7,20,1,7,11,11,2,7,9,6,0,0,2,4,26,0.35,0.1428571,1.0,2024,3547239
4128,16037698,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0.6666667,0.0,0.0,2024,114
4129,16037699,25,6,7,0,0,0,0,10,4,14,1,1,3,3,1,12,0.8571429,0.0,0.0,2024,38017725
4130,16037701,21,5,8,1,2,0,0,1,3,4,0,0,0,1,2,11,0.625,0.5,0.0,2024,17896036
4131,16037702,23,1,3,1,1,3,6,0,2,2,3,0,0,1,2,6,0.3333333,1.0,0.5,2024,666748
4132,16037705,10,1,4,1,3,0,0,0,1,1,2,0,0,0,0,3,0.25,0.3333333,0.0,2024,1028028379
4133,16037711,35,9,14,4,5,1,1,2,1,3,5,1,0,2,2,23,0.6428571,0.8,1.0,2024,383
4134,16037712,33,11,22,0,1,0,1,2,13,15,12,0,2,2,2,22,0.5,0.0,0.0,2024,15
4135,16037713,30,2,7,1,5,0,0,0,3,3,1,1,1,1,4,5,0.2857143,0.2,0.0,2024,283
4136,16037714,33,4,6,4,5,2,2,0,2,2,1,0,0,3,4,14,0.6666667,0.8,1.0,2024,56677852
4137,16037715,33,3,10,1,7,0,2,1,2,3,6,1,3,0,1,7,0.3,0.1428571,0.0,2024,487
4138,16037717,21,4,8,2,4,0,0,1,6,7,2,0,0,1,2,10,0.5,0.5,0.0,2024,105
4139,16037718,13,1,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0.5,0.0,0.0,2024,38017733
4140,16037721,24,9,15,1,2,2,5,2,5,7,3,0,0,0,1,21,0.6,0.5,0.4,2024,377
4141,16037724,18,4,8,2,6,0,0,0,0,0,1,3,0,0,0,10,0.5,0.3333333,0.0,2024,3089
4142,16038774,32,4,5,1,2,1,1,1,2,3,5,1,0,0,4,10,0.8,0.5,1.0,2024,17553994
4143,16038775,39,5,13,3,8,0,0,0,6,6,3,0,1,1,1,13,0.3846154,0.375,0.0,2024,38017620
4144,16038776,37,16,19,0,0,3,4,6,6,12,0,1,0,2,2,35,0.8421053,0.0,0.75,2024,373
4145,16038777,42,10,27,1,3,4,9,0,10,10,15,1,1,1,4,25,0.3703704,0.3333333,0.4444444,2024,666423
4146,16038778,37,3,12,1,5,2,2,1,1,2,5,0,0,1,1,9,0.25,0.2,1.0,2024,56677828
4147,16038779,11,1,1,1,1,0,0,0,0,0,1,0,0,0,0,3,1.0,1.0,0.0,2024,1028243201
4148,16038780,20,5,6,2,3,3,3,4,1,5,0,0,0,1,1,15,0.833,0.667,1.0,2024,58
4149,16038781,9,2,4,0,0,0,0,1,1,2,2,0,0,2,0,4,0.5,0.0,0.0,2024,666564
4150,16038811,17,1,2,0,0,1,2,2,3,5,0,0,0,0,3,3,0.5,0.0,0.5,2024,1028037494
4151,16038813,21,3,9,0,1,0,0,0,1,1,4,0,0,1,3,6,0.3333333,0.0,0.0,2024,1028038426
4152,16038826,37,11,23,3,5,7,9,1,3,4,8,3,1,7,3,32,0.4782609,0.6,0.7777778,2024,227
4153,16038827,33,4,9,2,6,0,0,4,5,9,1,0,0,1,3,10,0.4444444,0.3333333,0.0,2024,17896021
4154,16038828,29,3,5,0,0,2,4,4,3,7,3,2,0,3,3,8,0.6,0.0,0.5,2024,1028027567
4155,16038829,30,2,4,1,2,2,2,2,4,6,2,0,1,1,0,7,0.5,0.5,1.0,2024,666604
4156,16038830,36,4,12,2,6,2,2,1,7,8,5,1,0,3,3,12,0.3333333,0.3333333,1.0,2024,17896022
4157,16038832,21,2,8,1,3,1,2,5,3,8,2,0,1,1,4,6,0.25,0.3333333,0.5,2024,38017734
4158,16038833,19,3,4,0,0,2,2,0,2,2,0,1,0,0,3,8,0.75,0.0,1.0,2024,64269023
4159,16038835,35,6,18,2,7,2,2,1,5,6,3,0,1,1,0,16,0.3333333,0.2857143,1.0,2024,666809
4160,16038846,37,10,17,5,10,2,2,2,5,7,2,2,0,0,1,27,0.5882353,0.5,1.0,2024,1028026974
4161,16038847,37,8,19,2,7,3,5,4,3,7,5,1,0,6,1,21,0.4210526,0.2857143,0.6,2024,237
4162,16038848,37,12,20,2,4,5,7,3,11,14,1,2,1,2,3,31,0.6,0.5,0.7142857,2024,117
4163,16038849,30,1,6,0,3,0,0,2,1,3,1,2,1,0,2,2,0.1666667,0.0,0.0,2024,38017697
4164,16038850,8,1,2,1,2,0,0,1,1,2,1,0,0,0,2,3,0.5,0.5,0.0,2024,56677864
4165,16038854,42,7,19,5,12,5,5,0,11,11,9,0,0,2,3,24,0.368421,0.4166667,1.0,2024,434
4166,16038855,32,6,11,5,10,1,1,2,2,4,2,1,1,2,1,18,0.5454546,0.5,1.0,2024,219
4167,16038856,33,6,8,0,1,0,0,4,4,8,2,0,1,0,2,12,0.75,0.0,0.0,2024,17553967
4168,16038857,43,8,16,2,7,9,10,2,4,6,7,0,1,3,5,27,0.5,0.2857143,0.9,2024,70
4169,16038858,41,7,20,3,12,1,2,2,3,5,4,0,2,1,1,18,0.35,0.25,0.5,2024,473
4170,16038859,25,5,12,3,10,1,1,0,0,0,1,0,1,0,2,14,0.4166667,0.3,1.0,2024,17896060
4171,16038861,17,2,3,0,0,0,0,3,3,6,3,1,0,1,2,4,0.6666667,0.0,0.0,2024,261
4172,16038863,24,2,8,2,7,0,0,0,0,0,1,0,0,0,2,6,0.25,0.2857143,0.0,2024,3547276
4173,16038868,41,3,15,2,9,2,2,1,1,2,7,1,0,0,1,10,0.2,0.2222222,1.0,2024,17553995
4174,16038870,11,3,4,0,1,0,0,4,2,6,1,1,1,0,1,6,0.75,0.0,0.0,2024,38017710
4175,16038873,21,2,5,1,3,2,2,0,1,1,5,1,0,3,3,7,0.4,0.3333333,1.0,2024,405
4176,16038874,4,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,0.0,2024,1028217445
4177,16038875,22,0,2,0,2,0,0,1,1,2,2,0,0,0,1,0,0.0,0.0,0.0,2024,1603383
4178,16039094,19,4,7,1,3,0,0,0,0,0,0,0,0,1,0,9,0.5714286,0.3333333,0.0,2024,443
4179,16039095,12,1,2,0,0,0,0,1,3,4,0,0,0,0,0,2,0.5,0.0,0.0,2024,257
4180,16039096,21,3,6,0,0,1,2,2,2,4,2,0,4,2,1,7,0.5,0.0,0.5,2024,56677840
4181,16039152,28,9,15,2,6,2,3,1,7,8,6,2,0,3,2,22,0.6,0.3333333,0.6666667,2024,228
4182,16039153,28,6,16,3,9,1,3,2,4,6,6,2,0,4,4,16,0.375,0.3333333,0.3333333,2024,132
4183,16039154,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024,130
4184,16039155,18,9,10,0,0,4,4,3,4,7,1,1,3,0,2,22,0.9,0.0,1.0,2024,666577
4185,16039156,22,2,5,0,2,1,1,1,3,4,3,0,0,3,0,5,0.4,0.0,1.0,2024,17895858
4186,16039167,19,4,9,2,5,2,2,0,3,3,1,0,0,0,3,12,0.4444444,0.4,1.0,2024,38017679
4187,16039168,18,2,9,0,2,2,2,1,2,3,4,1,0,0,3,6,0.2222222,0.0,1.0,2024,3547293
4188,16039187,19,0,2,0,1,0,0,0,4,4,2,2,0,0,0,0,0.0,0.0,0.0,2024,666950
4189,16039188,5,1,5,0,2,0,0,0,2,2,0,0,0,0,0,2,0.2,0.0,0.0,2024,329
4190,16039199,9,0,0,0,0,0,0,0,2,2,1,1,0,0,3,0,0.0,0.0,0.0,2024,379
4191,16039200,7,2,4,0,1,1,1,2,3,5,0,0,0,0,0,5,0.5,0.0,1.0,2024,56677859
4192,16039211,6,1,4,0,0,0,0,0,1,1,0,0,0,1,0,2,0.25,0.0,0.0,2024,24489167
4193,16039217,24,1,6,1,4,1,2,1,2,3,2,0,0,1,0,4,0.1666667,0.25,0.5,2024,30
4194,16039218,25,3,10,3,8,4,5,1,1,2,0,0,2,1,2,13,0.3,0.375,0.8,2024,38017649
4195,16039219,26,6,13,0,5,8,8,2,4,6,0,1,3,2,5,20,0.4615385,0.0,1.0,2024,102
4196,16039220,28,4,11,2,4,2,2,3,1,4,3,2,0,2,1,12,0.3636364,0.5,1.0,2024,1028025261
4197,16039221,25,4,9,2,4,1,1,1,4,5,3,2,0,2,2,11,0.4444444,0.5,1.0,2024,367
4198,16039222,22,0,4,0,0,0,0,2,4,6,2,1,3,1,1,0,0.0,0.0,0.0,2024,17895854
4199,16039223,9,1,6,0,2,0,0,0,2,2,2,0,0,0,1,2,0.1666667,0.0,0.0,2024,38017692
4200,16039224,6,0,1,0,0,0,2,1,1,2,0,0,0,0,1,0,0.0,0.0,0.0,2024,56677817
4201,16039227,21,3,11,0,2,2,2,1,4,5,2,4,0,0,1,8,0.2727273,0.0,1.0,2024,666682
4202,16039228,19,1,5,1,3,0,0,0,3,3,4,0,0,1,3,3,0.2,0.3333333,0.0,2024,3547274
4203,16039229,17,3,7,2,6,6,6,0,6,6,2,0,1,0,0,14,0.4285714,0.3333333,1.0,2024,17896059
4204,16039230,18,2,5,0,2,2,2,1,0,1,1,0,0,1,0,6,0.4,0.0,1.0,2024,38017693
4205,16040381,19,2,7,2,6,0,0,0,1,1,0,1,0,0,3,6,0.2857143,0.3333333,0.0,2024,305
4206,16040382,39,2,6,1,4,0,0,1,5,6,2,1,0,1,5,5,0.3333333,0.25,0.0,2024,38017688
4207,16040390,35,6,9,5,7,0,0,0,3,3,1,0,1,2,2,17,0.6666667,0.7142857,0.0,2024,290
4208,16040432,34,6,14,5,12,1,2,0,5,5,2,1,0,3,4,18,0.4285714,0.4166667,0.5,2024,221
4209,16040434,36,16,30,3,4,14,19,0,3,3,9,2,0,4,3,49,0.5333334,0.75,0.7368421,2024,161
4210,16040435,10,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0.0,0.0,0.0,2024,38017714
4211,16040444,12,2,2,1,1,1,2,2,1,3,0,0,0,1,2,6,1.0,1.0,0.5,2024,39398582
4212,16040451,35,6,8,4,6,9,10,1,4,5,1,0,0,3,0,25,0.75,0.6666667,0.9,2024,297
4213,16040452,32,6,13,0,1,4,4,4,4,8,2,3,2,2,3,16,0.4615385,0.0,1.0,2024,101
4214,16040453,28,2,5,0,1,5,9,1,6,7,2,3,0,0,0,9,0.4,0.0,0.5555556,2024,1028035794
4215,16040454,29,5,12,4,7,4,6,1,1,2,2,0,0,1,6,18,0.4166667,0.5714286,0.6666667,2024,413
4216,16040455,31,6,10,2,4,5,5,1,1,2,2,1,0,1,2,19,0.6,0.5,1.0,2024,56677834
4217,16040463,30,7,18,1,5,2,4,0,3,3,5,3,0,3,0,17,0.3888889,0.2,0.5,2024,100
4218,16040464,19,3,3,1,1,2,2,0,2,2,1,0,0,1,2,9,1.0,1.0,1.0,2024,1028025362
4219,16040472,12,2,2,0,0,2,2,1,1,2,0,0,1,0,4,6,1.0,0.0,1.0,2024,1028205331
4220,16040473,8,0,2,0,2,0,0,1,3,4,3,0,0,0,0,0,0.0,0.0,0.0,2024,3547291
4221,16040474,13,4,5,0,0,0,0,4,1,5,2,0,1,0,2,8,0.8,0.0,0.0,2024,273
4222,16040475,22,2,5,2,4,0,0,0,3,3,5,1,0,1,2,6,0.4,0.5,0.0,2024,666767
4223,16040486,16,2,4,0,0,0,2,3,1,4,0,1,1,0,3,4,0.5,0.0,0.0,2024,147
4224,16040487,8,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,2024,38017630
4225,16040489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024,338
4226,16040511,11,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0.0,0.0,0.0,2024,1028029291
4227,16051952,26,4,7,2,3,1,4,1,2,3,2,3,1,0,4,11,0.5714286,0.6666667,0.25,2024,3547259
4228,16051953,34,11,20,5,11,8,9,1,3,4,7,1,0,3,2,35,0.55,0.4545455,0.8888889,2024,387
4229,16051954,37,4,8,0,0,3,4,4,6,10,2,0,4,3,2,11,0.5,0.0,0.75,2024,176
4230,16051955,39,9,14,3,7,3,3,0,4,4,6,1,0,2,2,24,0.6428571,0.4285714,1.0,2024,3547238
4231,16051956,30,1,2,1,1,0,1,0,4,4,3,2,0,1,0,3,0.5,1.0,0.0,2024,104
4232,16051957,20,4,6,0,1,0,0,1,1,2,2,0,1,2,0,8,0.6666667,0.0,0.0,2024,666400
4233,16051958,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,2024,1028025639
4234,16051959,26,5,11,5,10,0,0,0,1,1,3,0,0,0,2,15,0.4545455,0.5,0.0,2024,131
4235,16051962,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,2024,226
4236,16051964,22,4,10,1,6,4,5,2,2,4,1,1,0,2,1,13,0.4,0.1666667,0.8,2024,667378
4237,16051970,18,1,2,0,1,0,2,0,0,0,0,1,0,3,3,2,0.5,0.0,0.0,2024,1028025723
4238,16051971,29,3,6,0,0,0,0,3,5,8,4,1,0,4,6,6,0.5,0.0,0.0,2024,371
4239,16051972,14,2,5,1,3,0,0,2,5,7,1,0,0,1,3,5,0.4,0.3333333,0.0,2024,349
4240,16051973,40,15,29,6,13,8,9,3,3,6,7,0,1,4,4,44,0.5172414,0.4615385,0.8888889,2024,57
4241,16051974,37,6,12,1,2,0,0,1,4,5,11,3,0,1,1,13,0.5,0.5,0.0,2024,249
4242,16051975,24,6,10,4,7,2,2,1,4,5,1,0,0,2,2,18,0.6,0.5714286,1.0,2024,8
4243,16051977,26,5,7,0,0,1,2,1,2,3,1,0,0,1,3,11,0.7142857,0.0,0.5,2024,1028036515
4244,16051979,11,2,3,1,1,0,0,0,1,1,2,1,0,2,0,5,0.6666667,1.0,0.0,2024,330
4245,16051980,25,3,7,1,4,0,0,0,4,4,2,2,1,1,3,7,0.4285714,0.25,0.0,2024,351
4246,16051981,16,3,4,0,0,0,0,1,1,2,0,1,0,0,1,6,0.75,0.0,0.0,2024,356
4247,16052267,37,6,10,1,2,8,8,2,10,12,2,2,0,1,0,21,0.6,0.5,1.0,2024,38017686
4248,16052268,35,9,11,2,3,3,3,0,4,4,3,1,0,2,6,23,0.8181818,0.6666667,1.0,2024,416
4249,16052269,40,14,23,5,8,1,1,3,6,9,1,0,2,1,1,34,0.6086956,0.625,1.0,2024,452
4250,16052270,26,1,5,1,3,0,0,0,3,3,1,0,1,1,3,3,0.2,0.3333333,0.0,2024,56677861
4251,16052271,38,4,13,3,8,5,5,1,2,3,13,0,2,0,2,16,0.3076923,0.375,1.0,2024,3547245
4252,16052274,7,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0.0,0.0,0.0,2024,44477085
4253,16052276,23,4,8,0,0,0,0,2,1,3,5,1,0,1,1,8,0.5,0.0,0.0,2024,304
4254,16052279,18,4,8,0,2,0,0,1,2,3,2,1,0,1,1,8,0.5,0.0,0.0,2024,3547243
4255,16052280,16,2,7,1,3,1,3,1,6,7,3,1,1,3,0,6,0.2857143,0.3333333,0.3333333,2024,56677832
4256,16052284,22,0,6,0,2,0,0,2,2,4,1,0,0,2,1,0,0.0,0.0,0.0,2024,3092
4257,16052285,12,3,6,2,3,0,0,0,6,6,0,0,0,1,0,8,0.5,0.6666667,0.0,2024,285
4258,16052286,40,9,18,2,4,4,5,6,2,8,2,0,0,2,1,24,0.5,0.5,0.8,2024,4
4259,16052287,38,8,18,7,11,5,5,0,4,4,4,1,0,1,1,28,0.4444444,0.6363636,1.0,2024,666633
4260,16052288,27,4,12,0,5,1,1,4,0,4,1,0,0,0,2,9,0.3333333,0.0,1.0,2024,403
4261,16052292,15,1,6,0,2,0,0,1,2,3,4,1,0,2,1,2,0.1666667,0.0,0.0,2024,56677785
4262,16052293,31,3,9,2,6,6,6,0,3,3,2,1,0,0,2,14,0.3333333,0.3333333,1.0,2024,38017696
4263,16052295,24,2,5,1,3,0,0,1,1,2,3,1,1,0,3,5,0.4,0.3333333,0.0,2024,391
4264,16052296,31,6,10,5,7,3,3,1,3,4,4,0,0,2,2,20,0.6,0.714,1.0,2024,397
4265,16052681,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0.0,0.0,2024,3547268
4266,16052682,25,6,13,4,7,3,4,0,4,4,3,1,1,0,2,19,0.4615385,0.5714286,0.75,2024,56677776
4267,16052683,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024,56677871
4268,16052684,23,4,10,2,3,2,4,0,3,3,3,1,1,3,1,12,0.4,0.6666667,0.5,2024,472
4269,16052686,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024,1028028993
4270,16052687,15,1,2,1,2,0,0,0,4,4,0,0,0,1,2,3,0.5,0.5,0.0,2024,666940
4271,16052694,14,3,4,0,1,0,0,0,0,0,1,0,0,1,1,6,0.75,0.0,0.0,2024,3547247
4272,16052695,34,9,12,2,3,3,3,1,10,11,0,0,1,4,2,23,0.75,0.6666667,1.0,2024,17896076
4273,16052696,31,6,7,0,0,9,10,4,11,15,0,1,1,2,0,21,0.8571429,0.0,0.9,2024,9
4274,16052697,31,9,15,4,7,2,2,0,2,2,8,0,0,2,0,24,0.6,0.5714286,1.0,2024,666676
4275,16052698,30,7,16,2,5,9,9,0,5,5,12,0,0,2,2,25,0.4375,0.4,1.0,2024,666581
4276,16052699,32,1,5,0,3,2,2,2,2,4,2,0,0,2,5,4,0.2,0.0,1.0,2024,277
