,games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct,first_name,last_name,position,height_feet,height_inches,weight_pounds,team_id,team_abbreviation,team_city,team_conference,team_division,team_full_name,team_name
0,66,2290,1977,31:36,8.545,17.212,0,0,6.364,8.303,0.924,1.379,7.409,2.015,0.985,0.212,1.061,3.318,23.455,0.496,0,0.766,John,Drew,,,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1,44,46409585,1977,10:12,1.273,2.909,0,0,0.886,1.273,0.091,0.182,1.614,0.682,0.136,0.045,0.136,1.477,3.432,0.438,0,0.696,Steve,Green,,,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
2,70,2448,1977,23:00,3.557,8.143,0,0,1.857,2.386,0.371,0.543,2.4,1.671,0.471,0.229,0.6,2.743,8.971,0.437,0,0.778,Bob,Carrington,,,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
3,75,2269,1977,37:01,7.467,15.867,0,0,4.4,5.587,0.667,1.187,5.893,3.827,0.6,0.267,1.027,3.493,19.333,0.471,0,0.788,Bob,Dandridge,,,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4,11,46408507,1977,9:27,1.364,3.364,0,0,1.091,1.455,0.091,0.273,0.818,1.273,0.0,0.273,0.455,0.636,3.818,0.405,0,0.75,Gary,Brokaw,,,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
5,78,46406977,1977,21:17,1.628,3.192,0,0,1.769,2.5,1.103,2.564,3.679,5.244,0.897,0.026,2.064,2.308,5.026,0.51,0,0.708,Charles,Dudley,,,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
6,72,2286,1977,24:39,4.069,9.389,0,0,2.986,3.819,0.069,0.375,1.569,3.889,0.722,0.042,0.653,1.806,11.125,0.433,0,0.782,Charlie,Criss,,,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
7,80,2364,1977,11:39,1.988,4.938,0,0,0.7,0.85,0.525,0.913,1.438,1.538,0.525,0.075,1.113,1.3,4.675,0.403,0,0.824,Mike,Bratz,,,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
8,71,46409589,1977,13:27,1.69,3.761,0,0,0.775,1.366,0.239,0.296,1.648,2.0,0.465,0.113,0.268,0.732,4.155,0.449,0,0.567,Mike,Flynn,,,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
9,33,46409587,1977,12:18,1.333,2.545,0,0,1.515,1.818,0.485,0.788,2.303,0.879,0.152,0.485,0.818,2.152,4.182,0.524,0,0.833,Jim,Eakins,,,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
