,games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct,first_name,last_name,position,height_feet,height_inches,weight_pounds,team_id,team_abbreviation,team_city,team_conference,team_division,team_full_name,team_name
0,5,46405407,1970,13:36,1.8,5.0,0,0,3.2,4.4,0,0,1.8,1.8,0,0,0,2.2,6.8,0.36,0,0.727,Jake,Ford,,,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1,62,46404878,1970,21:35,4.226,10.258,0,0,2.629,3.516,0,0,2.548,2.113,0,0,0,2.903,11.081,0.412,0,0.748,Mike,Davis,,,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
2,74,2269,1970,35:55,7.473,14.689,0,0,3.432,4.851,0,0,7.824,3.5,0,0,0,3.446,18.378,0.509,0,0.708,Bob,Dandridge,,,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
3,56,46405417,1970,17:34,1.75,4.536,0,0,1.429,2.161,0,0,5.625,0.768,0,0,0,2.804,4.929,0.386,0,0.661,Terry,Driscoll,,,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
4,48,46405430,1970,7:20,1.354,2.604,0,0,0.5,0.708,0,0,1.979,0.667,0,0,0,1.125,3.208,0.52,0,0.706,Gary,Freeman,,,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
5,72,46403298,1970,19:50,3.319,7.931,0,0,2.792,3.583,0,0,6.056,1.319,0,0,0,2.639,9.431,0.419,0,0.779,John,Block,,,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
6,2,46404364,1970,21:30,0.5,6.0,0,0,1.5,3.5,0,0,3.0,6.5,0,0,0,3.5,2.5,0.083,0,0.429,Bob,Greacen,,,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
7,68,46404879,1970,25:45,4.647,11.088,0,0,1.765,2.353,0,0,4.118,3.706,0,0,0,2.912,11.059,0.419,0,0.75,Herm,Gilliam,,,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
8,77,2247,1970,39:56,12.948,22.455,0,0,5.701,8.195,0,0,15.922,3.221,0,0,0,3.221,31.597,0.577,0,0.696,Kareem,Abdul-Jabbar,,,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
9,51,46405441,1970,9:45,1.039,2.373,0,0,0.706,1.098,0,0,3.176,0.529,0,0,0,2.0,2.784,0.438,0,0.643,Bob,Christian,,,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
10,66,46404330,1970,31:46,5.0,12.258,0,0,2.939,3.364,0,0,3.924,3.682,0,0,0,3.758,12.939,0.408,0,0.874,Eldo,Garrett,,,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
11,73,2255,1970,28:09,4.192,9.247,0,0,2.822,3.671,0,0,5.74,2.89,0,0,0,3.397,11.205,0.453,0,0.769,Don,Chaney,,,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
12,77,46397630,1970,37:52,7.325,16.792,0,0,3.883,4.805,0,0,4.506,4.532,0,0,0,3.455,18.532,0.436,0,0.808,Hal,Greer,,,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
13,35,46405426,1970,6:00,1.514,4.143,0,0,0.8,1.057,0,0,0.429,0.629,0,0,0,0.771,3.829,0.366,0,0.757,Levi,Fontaine,,,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
14,67,46404379,1970,22:12,4.627,10.985,0,0,1.612,2.433,0,0,3.433,2.149,0,0,0,1.985,10.866,0.421,0,0.663,Fred,Carter,,,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
15,73,2254,1970,38:01,6.89,16.219,0,0,3.397,4.644,0,0,14.959,2.781,0,0,0,4.178,17.178,0.425,0,0.732,Dave,Cowens,,,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
16,78,46403281,1970,39:36,8.141,16.359,0,0,5.051,6.474,0,0,4.923,5.269,0,0,0,2.603,21.333,0.498,0,0.78,Archie,Clark,,,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
17,58,46398149,1970,28:19,6.448,11.052,0,0,3.034,5.052,0,0,8.707,1.155,0,0,0,2.862,15.931,0.583,0,0.601,Johnny,Green,,,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
18,81,46404346,1970,28:25,4.667,11.049,0,0,3.296,4.556,0,0,3.469,4.691,0,0,0,2.605,12.63,0.422,0,0.724,Rick,Adelman,,,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
19,59,46404345,1970,21:14,4.356,9.966,0,0,2.288,3.119,0,0,7.864,0.712,0,0,0,1.983,11.0,0.437,0,0.734,Zaid,Abdul-Aziz,,,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
20,81,46405420,1970,28:57,4.704,11.58,0,0,1.864,2.568,0,0,7.086,2.136,0,0,0,4.185,11.272,0.406,0,0.726,Don,Adams,,,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
21,71,46403305,1970,20:05,3.563,7.704,0,0,2.944,3.986,0,0,7.352,2.352,0,0,0,2.254,10.07,0.463,0,0.739,Jim,Fox,,,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
22,57,46404370,1970,19:33,2.982,6.544,0,0,1.351,1.895,0,0,2.491,2.667,0,0,0,1.842,7.316,0.456,0,0.713,Lucius,Allen,,,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
23,63,2259,1970,34:42,5.825,13.333,0,0,3.857,5.222,0,0,2.937,5.46,0,0,0,2.317,15.508,0.437,0,0.739,Nate,Archibald,,,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
24,45,46405445,1970,10:28,2.289,4.933,0,0,0.8,0.889,0,0,2.689,0.444,0,0,0,0.911,5.378,0.464,0,0.9,Bob,Arnzen,,,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
25,34,46398676,1970,9:26,0.647,1.588,0,0,0.706,1.206,0,0,1.176,1.706,0,0,0,1.735,2.0,0.407,0,0.585,Alvin,Attles,,,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
26,68,2449,1970,18:31,2.868,6.059,0,0,1.471,2.221,0,0,6.015,1.279,0,0,0,3.0,7.206,0.473,0,0.662,Dennis,Awtrey,,,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
27,7,46401260,1970,7:34,1.143,1.286,0,0,0.429,0.571,0,0,0.714,0.286,0,0,0,1.571,2.714,0.889,0,0.75,Jim,Barnes,,,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
28,82,46398158,1970,34:40,6.585,14.439,0,0,2.354,3.39,0,0,2.902,2.744,0,0,0,2.829,15.524,0.456,0,0.694,Dick,Barnett,,,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
29,23,46405436,1970,4:46,0.826,1.957,0,0,0.304,0.348,0,0,0.696,0.783,0,0,0,0.739,1.957,0.422,0,0.875,Thomas,Barr,,,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
30,53,46405385,1970,8:47,2.094,5.0,0,0,0.717,1.038,0,0,2.094,0.509,0,0,0,0.698,4.906,0.419,0,0.691,Johnny,Baum,,,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
31,2,46397632,1970,28:30,4.0,9.5,0,0,2.0,3.0,0,0,5.5,1.0,0,0,0,3.0,10.0,0.421,0,0.667,Elgin,Baylor,,,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
32,77,46399185,1970,35:23,5.286,10.727,0,0,4.13,6.779,0,0,12.87,2.766,0,0,0,3.182,14.701,0.493,0,0.609,Walt,Bellamy,,,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
33,63,46401248,1970,29:13,3.857,9.175,0,0,2.016,2.698,0,0,3.556,4.857,0,0,0,3.397,9.73,0.42,0,0.747,Emmette,Bryant,,,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
34,28,46403317,1970,7:25,0.714,2.321,0,0,1.643,2.393,0,0,1.714,0.714,0,0,0,1.036,3.071,0.308,0,0.687,Cliff,Anderson,,,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
35,78,46403285,1970,30:27,7.167,16.449,0,0,4.179,5.141,0,0,4.821,4.141,0,0,0,2.436,18.513,0.436,0,0.813,Jim,Barnett,,,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
36,63,46403278,1970,37:39,9.905,21.079,0,0,7.429,9.397,0,0,4.619,5.095,0,0,0,2.333,27.238,0.47,0,0.791,Dave,Bing,,,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
37,63,46405428,1970,13:01,1.857,4.54,0,0,0.841,1.254,0,0,3.825,0.683,0,0,0,1.921,4.556,0.409,0,0.671,Tom,Black,,,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
38,44,46404351,1970,26:12,4.114,9.568,0,0,1.341,2.023,0,0,7.591,1.841,0,0,0,2.727,9.568,0.43,0,0.663,Gary,Gregor,,,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
39,71,46404353,1970,28:35,4.577,9.183,0,0,1.93,2.676,0,0,14.183,4.732,0,0,0,3.099,11.085,0.498,0,0.721,Tom,Boerwinkle,,,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
40,75,46398665,1970,21:56,3.573,8.013,0,0,1.72,2.12,0,0,5.48,1.52,0,0,0,2.613,8.867,0.446,0,0.811,Bob,Boozer,,,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
41,40,46403322,1970,10:52,1.35,3.25,0,0,0.45,0.9,0,0,3.85,0.875,0,0,0,1.9,3.15,0.415,0,0.5,Nate,Bowman,,,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
42,68,46403270,1970,28:24,2.618,5.5,0,0,1.309,1.721,0,0,2.088,4.338,0,0,0,2.132,6.544,0.476,0,0.761,Matt,Guokas,,,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
43,75,46401254,1970,36:37,7.28,15.773,0,0,4.24,5.36,0,0,10.04,2.107,0,0,0,3.147,18.8,0.462,0,0.791,Happy,Hairston,,,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
44,81,46403310,1970,33:44,6.827,15.642,0,0,4.136,5.259,0,0,3.963,4.704,0,0,0,1.79,17.79,0.436,0,0.786,Clem,Haskins,,,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
45,77,46400205,1970,45:32,11.0,23.442,0,0,6.87,8.377,0,0,8.896,7.545,0,0,0,2.247,28.87,0.469,0,0.82,John,Havlicek,,,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
46,81,2270,1970,44:16,11.58,27.049,0,0,5.568,8.284,0,0,16.63,2.284,0,0,0,2.728,28.728,0.428,0,0.672,Elvin,Hayes,,,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
47,32,2251,1970,35:03,7.844,17.5,0,0,4.625,6.375,0,0,11.969,1.375,0,0,0,2.469,20.313,0.448,0,0.725,Spencer,Haywood,,,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
48,76,46401265,1970,35:22,6.355,13.816,0,0,3.829,5.026,0,0,3.658,6.461,0,0,0,3.289,16.539,0.46,0,0.762,Walt,Hazzard,,,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
49,65,2360,1970,15:47,2.338,6.123,0,0,1.262,1.954,0,0,5.046,0.692,0,0,0,1.908,5.938,0.382,0,0.646,Garfield,Heard,,,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
50,5,46405411,1970,4:00,0.2,0.6,0,0,1.0,1.2,0,0,1.6,0.0,0,0,0,0.0,1.4,0.333,0,0.833,Al,Henry,,,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
51,57,46402268,1970,10:17,1.895,4.316,0,0,1.018,1.316,0,0,2.509,0.614,0,0,0,1.614,4.807,0.439,0,0.773,Fred,Hetzel,,,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
52,48,46404354,1970,28:36,3.479,7.521,0,0,1.208,2.042,0,0,7.771,1.958,0,0,0,2.958,8.167,0.463,0,0.592,Bill,Hewitt,,,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
